Genotype,Compartment,Trial,Time_ds,Time,dff0,Opto
+,betap2,0,0.0,0.025000000000000005,0.04908451300432026,0.0
+,betap2,0,1.0,0.09999999999999999,-0.04167292972639577,0.0
+,betap2,0,2.0,0.2,0.07823881357848664,0.0
+,betap2,0,3.0,0.3,-0.01204593413800703,0.0
+,betap2,0,4.0,0.4,-0.0009175475759026109,0.0
+,betap2,0,5.0,0.5,-0.01684689208548895,0.0
+,betap2,0,6.0,0.6,-0.043124915118568065,0.0
+,betap2,0,7.0,0.7000000000000001,0.021823379835600638,0.0
+,betap2,0,8.0,0.8,-0.009434652286711365,0.0
+,betap2,0,9.0,0.9,-0.03032824938505622,0.0
+,betap2,0,10.0,1.0,-0.004237871948532046,0.0
+,betap2,0,11.0,1.0999999999999999,0.02098780784076304,0.0
+,betap2,0,12.0,1.2,-0.03244916984281003,0.0
+,betap2,0,13.0,1.3,-0.04854133152396186,0.0
+,betap2,0,14.0,1.4,-0.01069230750636987,0.0
+,betap2,0,15.0,1.5,-0.01429959117551216,0.0
+,betap2,0,16.0,1.6,0.05860478157864561,0.0
+,betap2,0,17.0,1.7,0.020899475944165784,0.0
+,betap2,0,18.0,1.8,0.02639706220048661,0.0
+,betap2,0,19.0,1.9000000000000001,-0.031314224338964726,0.0
+,betap2,0,20.0,2.0,0.3780578018267335,0.0
+,betap2,0,21.0,2.1,0.3033824939132312,0.0
+,betap2,0,22.0,2.2,0.1917558050394481,0.0
+,betap2,0,23.0,2.3000000000000003,0.14139850699399129,0.0
+,betap2,0,24.0,2.4,0.12112084582326958,0.0
+,betap2,0,25.0,2.5,0.07101947154308878,0.0
+,betap2,0,26.0,2.6,0.06911007016745674,0.0
+,betap2,0,27.0,2.6999999999999997,0.06475029423324918,0.0
+,betap2,0,28.0,2.8,0.14085514646249112,0.0
+,betap2,0,29.0,2.9,0.0988464063197414,0.0
+,betap2,0,30.0,3.0,-0.02115748863942881,0.0
+,betap2,0,31.0,3.1,0.03963300006842744,0.0
+,betap2,0,32.0,3.2,0.0489675329250431,0.0
+,betap2,0,33.0,3.3000000000000003,-0.03701282534375797,0.0
+,betap2,0,34.0,3.4,0.09277346906126085,0.0
+,betap2,0,35.0,3.5,0.0614008442082283,0.0
+,betap2,0,36.0,3.6,0.06209413022908792,0.0
+,betap2,0,37.0,3.6999999999999997,0.016265632395651597,0.0
+,betap2,0,38.0,3.8,0.031340306121946604,0.0
+,betap2,0,39.0,3.9,-0.12171117743762239,0.6666666666666666
+,betap2,0,40.0,4.0,,1.0
+,betap2,0,41.0,4.0875,,1.0
+,betap2,1,0.0,0.025000000000000005,0.033413206788080796,0.0
+,betap2,1,1.0,0.09999999999999999,0.04027241896500455,0.0
+,betap2,1,2.0,0.2,-0.018844569302796144,0.0
+,betap2,1,3.0,0.3,0.05610987878934589,0.0
+,betap2,1,4.0,0.4,0.04737522700833115,0.0
+,betap2,1,5.0,0.5,0.015577266590394082,0.0
+,betap2,1,6.0,0.6,-0.0521833978593363,0.0
+,betap2,1,7.0,0.7000000000000001,0.012579546030375885,0.0
+,betap2,1,8.0,0.8,-0.049500363387956804,0.0
+,betap2,1,9.0,0.9,0.01070286359023187,0.0
+,betap2,1,10.0,1.0,0.005179700170364199,0.0
+,betap2,1,11.0,1.0999999999999999,-0.021023012336626956,0.0
+,betap2,1,12.0,1.2,0.03578702364945505,0.0
+,betap2,1,13.0,1.3,0.01868311388702974,0.0
+,betap2,1,14.0,1.4,0.03383552247891586,0.0
+,betap2,1,15.0,1.5,-0.08961761977797089,0.0
+,betap2,1,16.0,1.6,-0.003987209989910157,0.0
+,betap2,1,17.0,1.7,-0.008160902023348368,0.0
+,betap2,1,18.0,1.8,0.004562259219196352,0.0
+,betap2,1,19.0,1.9000000000000001,-0.05371581471277842,0.0
+,betap2,1,20.0,2.0,0.7496919379128817,0.0
+,betap2,1,21.0,2.1,-0.05860140323741821,0.0
+,betap2,1,22.0,2.2,0.028180867004632848,0.0
+,betap2,1,23.0,2.3000000000000003,-0.07325195463107241,0.0
+,betap2,1,24.0,2.4,0.04547517925038933,0.0
+,betap2,1,25.0,2.5,-0.09448829426997381,0.0
+,betap2,1,26.0,2.6,0.006654697998154236,0.0
+,betap2,1,27.0,2.6999999999999997,-0.059370718754271946,0.0
+,betap2,1,28.0,2.8,-0.03783087855120959,0.0
+,betap2,1,29.0,2.9,-0.04509923235680591,0.0
+,betap2,1,30.0,3.0,-0.07492580622735456,0.0
+,betap2,1,31.0,3.1,-0.07395664267316626,0.0
+,betap2,1,32.0,3.2,-0.052686000759200026,0.0
+,betap2,1,33.0,3.3000000000000003,0.016127842961906502,0.0
+,betap2,1,34.0,3.4,-0.10429451929595028,0.0
+,betap2,1,35.0,3.5,-0.0820947331487047,0.0
+,betap2,1,36.0,3.6,-0.11820185472986537,0.0
+,betap2,1,37.0,3.6999999999999997,0.03083307914189611,0.0
+,betap2,1,38.0,3.8,-0.08206366224737786,0.0
+,betap2,1,39.0,3.9,-0.03664670435983919,0.6666666666666666
+,betap2,1,40.0,4.0,,1.0
+,betap2,1,41.0,4.0875,,1.0
+,betap2,2,0.0,0.025000000000000005,-0.12353367770277542,0.0
+,betap2,2,1.0,0.09999999999999999,-0.08411289959936974,0.0
+,betap2,2,2.0,0.2,-0.06164536949103305,0.0
+,betap2,2,3.0,0.3,-0.059363327165893064,0.0
+,betap2,2,4.0,0.4,0.001967148477481673,0.0
+,betap2,2,5.0,0.5,0.04467610646724873,0.0
+,betap2,2,6.0,0.6,0.10743906686913074,0.0
+,betap2,2,7.0,0.7000000000000001,0.20473536604416154,0.0
+,betap2,2,8.0,0.8,0.188533126937996,0.0
+,betap2,2,9.0,0.9,0.14494873255110474,0.0
+,betap2,2,10.0,1.0,0.19678847386471365,0.0
+,betap2,2,11.0,1.0999999999999999,0.19260891203920819,0.0
+,betap2,2,12.0,1.2,0.0013601722714136288,0.0
+,betap2,2,13.0,1.3,-0.011812936655631509,0.0
+,betap2,2,14.0,1.4,-0.05805840674354501,0.0
+,betap2,2,15.0,1.5,-0.0982364673917308,0.0
+,betap2,2,16.0,1.6,-0.10720544267442005,0.0
+,betap2,2,17.0,1.7,-0.1918825444558504,0.0
+,betap2,2,18.0,1.8,-0.14754426575444554,0.0
+,betap2,2,19.0,1.9000000000000001,-0.2040024634025989,0.0
+,betap2,2,20.0,2.0,0.6488939951682918,0.0
+,betap2,2,21.0,2.1,-0.237701144541822,0.0
+,betap2,2,22.0,2.2,-0.2021117403627664,0.0
+,betap2,2,23.0,2.3000000000000003,-0.1472428688700371,0.0
+,betap2,2,24.0,2.4,-0.10204222388791784,0.0
+,betap2,2,25.0,2.5,-0.15050647693754823,0.0
+,betap2,2,26.0,2.6,-0.16535752740927517,0.0
+,betap2,2,27.0,2.6999999999999997,-0.0968065966565056,0.0
+,betap2,2,28.0,2.8,-0.05225684347159123,0.0
+,betap2,2,29.0,2.9,-0.14495429148669225,0.0
+,betap2,2,30.0,3.0,-0.1461515141498241,0.0
+,betap2,2,31.0,3.1,-0.18580363331368208,0.0
+,betap2,2,32.0,3.2,-0.18173647448930033,0.0
+,betap2,2,33.0,3.3000000000000003,-0.21099366867016686,0.0
+,betap2,2,34.0,3.4,-0.19971049857596965,0.0
+,betap2,2,35.0,3.5,-0.14528888646678154,0.0
+,betap2,2,36.0,3.6,-0.11867446982396364,0.0
+,betap2,2,37.0,3.6999999999999997,-0.04987572966406558,0.0
+,betap2,2,38.0,3.8,-0.010874240895084219,0.0
+,betap2,2,39.0,3.9,0.08117440654143748,0.6666666666666666
+,betap2,2,40.0,4.0,,1.0
+,betap2,2,41.0,4.0875,,1.0
+,gamma2,0,0.0,0.025000000000000005,-0.018275172567099984,0.0
+,gamma2,0,1.0,0.09999999999999999,0.0238075414865843,0.0
+,gamma2,0,2.0,0.2,0.01041247115867321,0.0
+,gamma2,0,3.0,0.3,0.04521380294995555,0.0
+,gamma2,0,4.0,0.4,0.06771477772291379,0.0
+,gamma2,0,5.0,0.5,0.05303506792086069,0.0
+,gamma2,0,6.0,0.6,-0.10717028974456419,0.0
+,gamma2,0,7.0,0.7000000000000001,-0.0314249215991278,0.0
+,gamma2,0,8.0,0.8,-0.05042721022040177,0.0
+,gamma2,0,9.0,0.9,0.09322291676799077,0.0
+,gamma2,0,10.0,1.0,-0.10598061335269975,0.0
+,gamma2,0,11.0,1.0999999999999999,-0.09333117907822612,0.0
+,gamma2,0,12.0,1.2,0.0776067654601464,0.0
+,gamma2,0,13.0,1.3,0.08254836288976834,0.0
+,gamma2,0,14.0,1.4,0.06391889229521311,0.0
+,gamma2,0,15.0,1.5,0.1296430173969839,0.0
+,gamma2,0,16.0,1.6,0.08783376184874651,0.0
+,gamma2,0,17.0,1.7,-0.07406158696609717,0.0
+,gamma2,0,18.0,1.8,-0.11679321541534393,0.0
+,gamma2,0,19.0,1.9000000000000001,-0.03540369888899245,0.0
+,gamma2,0,20.0,2.0,0.5106120420112717,0.0
+,gamma2,0,21.0,2.1,0.35073993442161666,0.0
+,gamma2,0,22.0,2.2,0.029070078962792012,0.0
+,gamma2,0,23.0,2.3000000000000003,0.23918908781859413,0.0
+,gamma2,0,24.0,2.4,0.3538965776195425,0.0
+,gamma2,0,25.0,2.5,0.031747510310336326,0.0
+,gamma2,0,26.0,2.6,0.18061796896059107,0.0
+,gamma2,0,27.0,2.6999999999999997,0.13650585866712603,0.0
+,gamma2,0,28.0,2.8,-0.0061137430209966094,0.0
+,gamma2,0,29.0,2.9,0.0721024238392507,0.0
+,gamma2,0,30.0,3.0,0.03377338939892156,0.0
+,gamma2,0,31.0,3.1,-0.0022985132617208137,0.0
+,gamma2,0,32.0,3.2,-0.06444481630990939,0.0
+,gamma2,0,33.0,3.3000000000000003,-0.09992144113072017,0.0
+,gamma2,0,34.0,3.4,-0.06850448807726968,0.0
+,gamma2,0,35.0,3.5,-0.05934230921309521,0.0
+,gamma2,0,36.0,3.6,0.01335368884587702,0.0
+,gamma2,0,37.0,3.6999999999999997,0.021934658475001645,0.0
+,gamma2,0,38.0,3.8,0.04946076301847402,0.0
+,gamma2,0,39.0,3.9,0.08388927678303755,0.0
+,gamma2,0,40.0,4.0,0.08473163449435037,0.0
+,gamma2,0,41.0,4.0875,0.025060526599967103,0.0
+,gamma2,1,0.0,0.025000000000000005,0.033569581422251936,0.0
+,gamma2,1,1.0,0.09999999999999999,-0.11238209882840929,0.0
+,gamma2,1,2.0,0.2,-0.015946532385834565,0.0
+,gamma2,1,3.0,0.3,-0.09915726427982785,0.0
+,gamma2,1,4.0,0.4,0.0045742911745590975,0.0
+,gamma2,1,5.0,0.5,0.02641486390286078,0.0
+,gamma2,1,6.0,0.6,0.04997439169378311,0.0
+,gamma2,1,7.0,0.7000000000000001,0.06338698061293713,0.0
+,gamma2,1,8.0,0.8,0.008590958704235119,0.0
+,gamma2,1,9.0,0.9,0.10388177034370731,0.0
+,gamma2,1,10.0,1.0,0.00445671683570541,0.0
+,gamma2,1,11.0,1.0999999999999999,-0.04759772669104401,0.0
+,gamma2,1,12.0,1.2,-0.007215954154210657,0.0
+,gamma2,1,13.0,1.3,-0.0323859769587335,0.0
+,gamma2,1,14.0,1.4,0.05049117192734927,0.0
+,gamma2,1,15.0,1.5,-0.042320552877378535,0.0
+,gamma2,1,16.0,1.6,0.057428057919716856,0.0
+,gamma2,1,17.0,1.7,-0.048149141225977986,0.0
+,gamma2,1,18.0,1.8,-0.015995749550936033,0.0
+,gamma2,1,19.0,1.9000000000000001,-0.07309950964551044,0.0
+,gamma2,1,20.0,2.0,0.11942254593901136,0.0
+,gamma2,1,21.0,2.1,0.10170801221838917,0.0
+,gamma2,1,22.0,2.2,0.17206030401511246,0.0
+,gamma2,1,23.0,2.3000000000000003,0.15015501982899204,0.0
+,gamma2,1,24.0,2.4,0.14467368592305335,0.0
+,gamma2,1,25.0,2.5,0.029404350968287973,0.0
+,gamma2,1,26.0,2.6,-0.10307185176336724,0.0
+,gamma2,1,27.0,2.6999999999999997,-0.09716579195118209,0.0
+,gamma2,1,28.0,2.8,-0.10351207196233106,0.0
+,gamma2,1,29.0,2.9,-0.02303927273435702,0.0
+,gamma2,1,30.0,3.0,0.09054574145915568,0.0
+,gamma2,1,31.0,3.1,-0.009317709389843257,0.0
+,gamma2,1,32.0,3.2,0.03625373977825279,0.0
+,gamma2,1,33.0,3.3000000000000003,-0.042603095862220663,0.0
+,gamma2,1,34.0,3.4,-0.03350612317928532,0.0
+,gamma2,1,35.0,3.5,-0.049324884614514786,0.0
+,gamma2,1,36.0,3.6,0.018439860298444088,0.0
+,gamma2,1,37.0,3.6999999999999997,-0.008114623131805554,0.0
+,gamma2,1,38.0,3.8,-0.08765867622573387,0.0
+,gamma2,1,39.0,3.9,-0.012603410874863052,0.0
+,gamma2,1,40.0,4.0,-0.08169998138975948,0.2
+,gamma2,1,41.0,4.0875,,1.0
+,gamma2,2,0.0,0.025000000000000005,0.03108831333332851,0.0
+,gamma2,2,1.0,0.09999999999999999,0.007435007004595169,0.0
+,gamma2,2,2.0,0.2,0.01221735693295165,0.0
+,gamma2,2,3.0,0.3,-0.04414740668765164,0.0
+,gamma2,2,4.0,0.4,0.03003357745685109,0.0
+,gamma2,2,5.0,0.5,0.06209576771449421,0.0
+,gamma2,2,6.0,0.6,-0.018473647969347185,0.0
+,gamma2,2,7.0,0.7000000000000001,-0.016084770279062816,0.0
+,gamma2,2,8.0,0.8,-0.02437649323939022,0.0
+,gamma2,2,9.0,0.9,0.042528737324304955,0.0
+,gamma2,2,10.0,1.0,0.06758194493205458,0.0
+,gamma2,2,11.0,1.0999999999999999,0.01719554946075208,0.0
+,gamma2,2,12.0,1.2,0.08687646120659535,0.0
+,gamma2,2,13.0,1.3,0.030119150909394137,0.0
+,gamma2,2,14.0,1.4,-0.015383527422989363,0.0
+,gamma2,2,15.0,1.5,0.02083098539764368,0.0
+,gamma2,2,16.0,1.6,-0.05528028313609963,0.0
+,gamma2,2,17.0,1.7,-0.1565673762716725,0.0
+,gamma2,2,18.0,1.8,-0.07737029458012219,0.0
+,gamma2,2,19.0,1.9000000000000001,0.0010600719493823278,0.0
+,gamma2,2,20.0,2.0,1.0125618280644244,0.0
+,gamma2,2,21.0,2.1,-0.030754299886970277,0.0
+,gamma2,2,22.0,2.2,-0.06999001503714808,0.0
+,gamma2,2,23.0,2.3000000000000003,0.0023537243108117853,0.0
+,gamma2,2,24.0,2.4,0.13632097438145202,0.0
+,gamma2,2,25.0,2.5,-0.010101807581974468,0.0
+,gamma2,2,26.0,2.6,0.054483176349012584,0.0
+,gamma2,2,27.0,2.6999999999999997,-0.023197704572649358,0.0
+,gamma2,2,28.0,2.8,-0.059772027916894135,0.0
+,gamma2,2,29.0,2.9,0.026601450259558252,0.0
+,gamma2,2,30.0,3.0,-0.024231764984082683,0.0
+,gamma2,2,31.0,3.1,-0.06761980269725043,0.0
+,gamma2,2,32.0,3.2,0.11761915477150404,0.0
+,gamma2,2,33.0,3.3000000000000003,-0.053419778441382314,0.0
+,gamma2,2,34.0,3.4,0.10785172049366584,0.0
+,gamma2,2,35.0,3.5,0.1166229993793179,0.0
+,gamma2,2,36.0,3.6,0.07831768015611713,0.0
+,gamma2,2,37.0,3.6999999999999997,-0.07984417140447608,0.0
+,gamma2,2,38.0,3.8,-0.14061137328325363,0.0
+,gamma2,2,39.0,3.9,0.05367769469000946,0.0
+,gamma2,2,40.0,4.0,-0.0917526649513083,0.8
+,gamma2,2,41.0,4.0875,,1.0
+,gamma2,3,0.0,0.025000000000000005,0.06316313651658438,0.0
+,gamma2,3,1.0,0.09999999999999999,0.01811834869087862,0.0
+,gamma2,3,2.0,0.2,0.01979895933140565,0.0
+,gamma2,3,3.0,0.3,0.04112354960791794,0.0
+,gamma2,3,4.0,0.4,0.020732140502856232,0.0
+,gamma2,3,5.0,0.5,-0.06743800089069026,0.0
+,gamma2,3,6.0,0.6,-0.060529806626207903,0.0
+,gamma2,3,7.0,0.7000000000000001,0.09546329365162654,0.0
+,gamma2,3,8.0,0.8,-0.16503282984992929,0.0
+,gamma2,3,9.0,0.9,0.0841928828210744,0.0
+,gamma2,3,10.0,1.0,0.10532435029591211,0.0
+,gamma2,3,11.0,1.0999999999999999,-0.07630543334926061,0.0
+,gamma2,3,12.0,1.2,0.006906906654730838,0.0
+,gamma2,3,13.0,1.3,0.14080292544935458,0.0
+,gamma2,3,14.0,1.4,-0.0585351871554771,0.0
+,gamma2,3,15.0,1.5,-0.14545371588778888,0.0
+,gamma2,3,16.0,1.6,-0.05396215714941133,0.0
+,gamma2,3,17.0,1.7,-0.1818374620353398,0.0
+,gamma2,3,18.0,1.8,0.08806270995386707,0.0
+,gamma2,3,19.0,1.9000000000000001,0.10127171990046568,0.0
+,gamma2,3,20.0,2.0,0.2795329111652838,0.0
+,gamma2,3,21.0,2.1,-0.060280663469849095,0.0
+,gamma2,3,22.0,2.2,-0.16157431005810777,0.0
+,gamma2,3,23.0,2.3000000000000003,-0.09645801883698439,0.0
+,gamma2,3,24.0,2.4,0.0769618344072277,0.0
+,gamma2,3,25.0,2.5,0.03392935669057399,0.0
+,gamma2,3,26.0,2.6,-0.023888072003137473,0.0
+,gamma2,3,27.0,2.6999999999999997,-0.20160675035943457,0.0
+,gamma2,3,28.0,2.8,-0.16745644729995252,0.0
+,gamma2,3,29.0,2.9,0.0011648202995966732,0.0
+,gamma2,3,30.0,3.0,0.05893949661736499,0.0
+,gamma2,3,31.0,3.1,0.14665557829399714,0.0
+,gamma2,3,32.0,3.2,0.041447877977142486,0.0
+,gamma2,3,33.0,3.3000000000000003,-0.0874579065910039,0.0
+,gamma2,3,34.0,3.4,-0.15872169462879204,0.0
+,gamma2,3,35.0,3.5,0.012988063577690704,0.0
+,gamma2,3,36.0,3.6,-0.0038224654871603426,0.0
+,gamma2,3,37.0,3.6999999999999997,-0.22431710730445167,0.0
+,gamma2,3,38.0,3.8,0.028679659768717135,0.0
+,gamma2,3,39.0,3.9,0.1184316390721631,0.0
+,gamma2,3,40.0,4.0,0.09146815783072437,0.8
+,gamma2,3,41.0,4.0875,,1.0
+,gamma2,4,0.0,0.025000000000000005,0.12656808189927907,0.0
+,gamma2,4,1.0,0.09999999999999999,0.1554371870180625,0.0
+,gamma2,4,2.0,0.2,0.06656261274636233,0.0
+,gamma2,4,3.0,0.3,-0.0045971494897869185,0.0
+,gamma2,4,4.0,0.4,0.05005380750660513,0.0
+,gamma2,4,5.0,0.5,0.013636860604786341,0.0
+,gamma2,4,6.0,0.6,0.029816087946207694,0.0
+,gamma2,4,7.0,0.7000000000000001,-0.08145116000369042,0.0
+,gamma2,4,8.0,0.8,-0.05385211491950417,0.0
+,gamma2,4,9.0,0.9,-0.03783146872437119,0.0
+,gamma2,4,10.0,1.0,0.005573489009885013,0.0
+,gamma2,4,11.0,1.0999999999999999,-0.11342416656228065,0.0
+,gamma2,4,12.0,1.2,-0.00710905227316494,0.0
+,gamma2,4,13.0,1.3,-0.05108230614376404,0.0
+,gamma2,4,14.0,1.4,-0.05323330984154995,0.0
+,gamma2,4,15.0,1.5,0.0280460176069434,0.0
+,gamma2,4,16.0,1.6,-0.06200662834759259,0.0
+,gamma2,4,17.0,1.7,-0.016126732474377754,0.0
+,gamma2,4,18.0,1.8,-0.009084826626031028,0.0
+,gamma2,4,19.0,1.9000000000000001,0.026144172542916382,0.0
+,gamma2,4,20.0,2.0,1.0042893310478045,0.0
+,gamma2,4,21.0,2.1,0.11598095626095672,0.0
+,gamma2,4,22.0,2.2,0.017092913771581997,0.0
+,gamma2,4,23.0,2.3000000000000003,0.14949039403225117,0.0
+,gamma2,4,24.0,2.4,0.2663655453653054,0.0
+,gamma2,4,25.0,2.5,0.25144509114415475,0.0
+,gamma2,4,26.0,2.6,0.3045435330749272,0.0
+,gamma2,4,27.0,2.6999999999999997,0.24179901198781018,0.0
+,gamma2,4,28.0,2.8,0.21233141823686036,0.0
+,gamma2,4,29.0,2.9,0.44870649282961256,0.0
+,gamma2,4,30.0,3.0,0.30594621435286173,0.0
+,gamma2,4,31.0,3.1,0.3234908761549396,0.0
+,gamma2,4,32.0,3.2,0.23944540817786222,0.0
+,gamma2,4,33.0,3.3000000000000003,0.21892325837643511,0.0
+,gamma2,4,34.0,3.4,0.11588586400775536,0.0
+,gamma2,4,35.0,3.5,0.25153538645876733,0.0
+,gamma2,4,36.0,3.6,0.17241383485665596,0.0
+,gamma2,4,37.0,3.6999999999999997,0.18604729867171943,0.0
+,gamma2,4,38.0,3.8,0.24189946552531666,0.0
+,gamma2,4,39.0,3.9,0.1715887614193837,0.0
+,gamma2,4,40.0,4.0,0.17810836530726837,0.8
+,gamma2,4,41.0,4.0875,,1.0
+,gamma2,5,0.0,0.025000000000000005,0.02738680856171109,0.0
+,gamma2,5,1.0,0.09999999999999999,0.08059236265080709,0.0
+,gamma2,5,2.0,0.2,0.011652940189042282,0.0
+,gamma2,5,3.0,0.3,0.021074610134962257,0.0
+,gamma2,5,4.0,0.4,-0.005936176351228029,0.0
+,gamma2,5,5.0,0.5,0.02791333861813483,0.0
+,gamma2,5,6.0,0.6,0.0045794984375446155,0.0
+,gamma2,5,7.0,0.7000000000000001,0.0468184379522234,0.0
+,gamma2,5,8.0,0.8,-0.03778063200039432,0.0
+,gamma2,5,9.0,0.9,-0.0459980612919085,0.0
+,gamma2,5,10.0,1.0,0.03720840855438916,0.0
+,gamma2,5,11.0,1.0999999999999999,0.004899045352151761,0.0
+,gamma2,5,12.0,1.2,-0.017108952434083592,0.0
+,gamma2,5,13.0,1.3,-0.006938295194637216,0.0
+,gamma2,5,14.0,1.4,-0.0464369504546752,0.0
+,gamma2,5,15.0,1.5,-0.031851588605602145,0.0
+,gamma2,5,16.0,1.6,-0.013010234327759251,0.0
+,gamma2,5,17.0,1.7,-0.01436141041793674,0.0
+,gamma2,5,18.0,1.8,-0.016325114191438873,0.0
+,gamma2,5,19.0,1.9000000000000001,0.02707835369770739,0.0
+,gamma2,5,20.0,2.0,0.10737343413838851,0.0
+,gamma2,5,21.0,2.1,-0.01221626260678547,0.0
+,gamma2,5,22.0,2.2,-0.016458424207024924,0.0
+,gamma2,5,23.0,2.3000000000000003,0.03572672969600055,0.0
+,gamma2,5,24.0,2.4,-0.029425852995852052,0.0
+,gamma2,5,25.0,2.5,0.034806157965361274,0.0
+,gamma2,5,26.0,2.6,-0.028429417116640886,0.0
+,gamma2,5,27.0,2.6999999999999997,0.009863080344442684,0.0
+,gamma2,5,28.0,2.8,0.004755122572099468,0.0
+,gamma2,5,29.0,2.9,-0.02786529733317215,0.0
+,gamma2,5,30.0,3.0,-0.04356184985658853,0.0
+,gamma2,5,31.0,3.1,-0.030815303507556346,0.0
+,gamma2,5,32.0,3.2,0.01951145263325187,0.0
+,gamma2,5,33.0,3.3000000000000003,0.006129441335758212,0.0
+,gamma2,5,34.0,3.4,-0.014196672925640886,0.0
+,gamma2,5,35.0,3.5,-0.046089810352455705,0.0
+,gamma2,5,36.0,3.6,-0.031103628353798162,0.0
+,gamma2,5,37.0,3.6999999999999997,-0.0565040134190411,0.0
+,gamma2,5,38.0,3.8,-0.057469021821542385,0.0
+,gamma2,5,39.0,3.9,-0.038036091511514845,0.0
+,gamma2,5,40.0,4.0,-0.007536718171638923,0.4
+,gamma2,5,41.0,4.0875,,1.0
+,gamma3,0,0.0,0.025000000000000005,-0.07093432215921265,0.0
+,gamma3,0,1.0,0.09999999999999999,0.12154202984161892,0.0
+,gamma3,0,2.0,0.2,-0.01059261304573258,0.0
+,gamma3,0,3.0,0.3,-0.08182333519220564,0.0
+,gamma3,0,4.0,0.4,0.005329114991957562,0.0
+,gamma3,0,5.0,0.5,0.07907794881122358,0.0
+,gamma3,0,6.0,0.6,-0.0451515249688893,0.0
+,gamma3,0,7.0,0.7000000000000001,0.08952403380703074,0.0
+,gamma3,0,8.0,0.8,-0.06217574913082211,0.0
+,gamma3,0,9.0,0.9,0.08387999040249516,0.0
+,gamma3,0,10.0,1.0,-0.06064435833294805,0.0
+,gamma3,0,11.0,1.0999999999999999,-0.07309633723181252,0.0
+,gamma3,0,12.0,1.2,0.07657036216109651,0.0
+,gamma3,0,13.0,1.3,0.0994657948001018,0.0
+,gamma3,0,14.0,1.4,-0.0443305732009569,0.0
+,gamma3,0,15.0,1.5,-0.05922523444350921,0.0
+,gamma3,0,16.0,1.6,0.0830906137025601,0.0
+,gamma3,0,17.0,1.7,0.008472588428143394,0.0
+,gamma3,0,18.0,1.8,-0.023514709623669482,0.0
+,gamma3,0,19.0,1.9000000000000001,0.011301188269577378,0.0
+,gamma3,0,20.0,2.0,0.49632405360722975,0.0
+,gamma3,0,21.0,2.1,0.36111785827190884,0.0
+,gamma3,0,22.0,2.2,0.08823471853047024,0.0
+,gamma3,0,23.0,2.3000000000000003,0.20190057789500773,0.0
+,gamma3,0,24.0,2.4,0.23134082046169682,0.0
+,gamma3,0,25.0,2.5,0.15771302440308746,0.0
+,gamma3,0,26.0,2.6,0.23644545645461018,0.0
+,gamma3,0,27.0,2.6999999999999997,0.3560132222789954,0.0
+,gamma3,0,28.0,2.8,0.1353920825845905,0.0
+,gamma3,0,29.0,2.9,0.09797474992244666,0.0
+,gamma3,0,30.0,3.0,0.03504125397751312,0.0
+,gamma3,0,31.0,3.1,0.08309061370256006,0.0
+,gamma3,0,32.0,3.2,0.055630829567485864,0.0
+,gamma3,0,33.0,3.3000000000000003,-0.009748857062024182,0.0
+,gamma3,0,34.0,3.4,-0.030895381768062214,0.0
+,gamma3,0,35.0,3.5,0.047533578796596476,0.0
+,gamma3,0,36.0,3.6,0.1540950478617186,0.0
+,gamma3,0,37.0,3.6999999999999997,0.24126854809121334,0.0
+,gamma3,0,38.0,3.8,0.11237912052581715,0.0
+,gamma3,0,39.0,3.9,0.09800983333133277,0.0
+,gamma3,0,40.0,4.0,0.16581202934442124,0.0
+,gamma3,0,41.0,4.0875,0.081406610076032,0.0
+,gamma3,1,0.0,0.025000000000000005,-0.07902132480233166,0.0
+,gamma3,1,1.0,0.09999999999999999,0.010146955039159375,0.0
+,gamma3,1,2.0,0.2,-0.0070276150753042724,0.0
+,gamma3,1,3.0,0.3,0.011762041661179742,0.0
+,gamma3,1,4.0,0.4,-0.010323860044791267,0.0
+,gamma3,1,5.0,0.5,0.068901848667505,0.0
+,gamma3,1,6.0,0.6,0.05138223732015512,0.0
+,gamma3,1,7.0,0.7000000000000001,0.039581500875322785,0.0
+,gamma3,1,8.0,0.8,-0.015357546683421198,0.0
+,gamma3,1,9.0,0.9,0.030890214028036638,0.0
+,gamma3,1,10.0,1.0,-0.03878364400554335,0.0
+,gamma3,1,11.0,1.0999999999999999,-0.04380346373883285,0.0
+,gamma3,1,12.0,1.2,0.05588979725615732,0.0
+,gamma3,1,13.0,1.3,0.01118289443813203,0.0
+,gamma3,1,14.0,1.4,0.0201939358085657,0.0
+,gamma3,1,15.0,1.5,-0.0057224945726616445,0.0
+,gamma3,1,16.0,1.6,0.002775471300170662,0.0
+,gamma3,1,17.0,1.7,0.0016269652578450404,0.0
+,gamma3,1,18.0,1.8,-0.09426431657288417,0.0
+,gamma3,1,19.0,1.9000000000000001,-0.019756618477641246,0.0
+,gamma3,1,20.0,2.0,-0.015873884982279263,0.0
+,gamma3,1,21.0,2.1,-0.024663055867263656,0.0
+,gamma3,1,22.0,2.2,0.0263899953948618,0.0
+,gamma3,1,23.0,2.3000000000000003,0.012067929278986625,0.0
+,gamma3,1,24.0,2.4,0.10446475096389,0.0
+,gamma3,1,25.0,2.5,0.017206841258142164,0.0
+,gamma3,1,26.0,2.6,0.10748936772876445,0.0
+,gamma3,1,27.0,2.6999999999999997,-0.08344242050503381,0.0
