Genotype,Compartment,Trial,Time_ds,Time,dff0,Opto
Chrimson,gamma5,2,0.0,0.025000000000000005,0.009314011026623473,0.0
Chrimson,gamma5,2,1.0,0.09999999999999999,0.021988590784996005,0.0
Chrimson,gamma5,2,2.0,0.2,-0.0159183221001828,0.0
Chrimson,gamma5,2,3.0,0.3,0.0030057799881049543,0.0
Chrimson,gamma5,2,4.0,0.4,-0.0019824901522850656,0.0
Chrimson,gamma5,2,5.0,0.5,-0.010027356312744243,0.0
Chrimson,gamma5,2,6.0,0.6,0.05384417248406814,0.0
Chrimson,gamma5,2,7.0,0.7000000000000001,0.09182929797768831,0.0
Chrimson,gamma5,2,8.0,0.8,0.11672060837096314,0.0
Chrimson,gamma5,2,9.0,0.9,0.07227220568556662,0.0
Chrimson,gamma5,2,10.0,1.0,0.008053743882544716,0.0
Chrimson,gamma5,2,11.0,1.0999999999999999,-0.01620654639778903,0.0
Chrimson,gamma5,2,12.0,1.2,-0.0723094157773029,0.0
Chrimson,gamma5,2,13.0,1.3,-0.05245129359677225,0.0
Chrimson,gamma5,2,14.0,1.4,-0.07093527737962431,0.0
Chrimson,gamma5,2,15.0,1.5,-0.01911440055545714,0.0
Chrimson,gamma5,2,16.0,1.6,-0.02493976231616777,0.0
Chrimson,gamma5,2,17.0,1.7,-0.029648476558879516,0.0
Chrimson,gamma5,2,18.0,1.8,-0.0006337659271227425,0.0
Chrimson,gamma5,2,19.0,1.9000000000000001,-0.011184784712222581,0.0
Chrimson,gamma5,2,20.0,2.0,-0.06941426870589279,0.6
Chrimson,gamma5,2,21.0,2.1,-0.05542613084479331,0.6666666666666666
Chrimson,gamma5,2,22.0,2.2,0.25484368086019893,0.0
Chrimson,gamma5,2,23.0,2.3000000000000003,0.5092196498293959,0.0
Chrimson,gamma5,2,24.0,2.4,0.7817220310844144,0.0
Chrimson,gamma5,2,25.0,2.5,1.1253862624847895,0.0
Chrimson,gamma5,2,26.0,2.6,1.2231750730999151,0.0
Chrimson,gamma5,2,27.0,2.6999999999999997,1.2818587615489039,0.0
Chrimson,gamma5,2,28.0,2.8,1.2697379743404775,0.0
Chrimson,gamma5,2,29.0,2.9,1.2543907692770289,0.0
Chrimson,gamma5,2,30.0,3.0,1.1502287146239247,0.0
Chrimson,gamma5,2,31.0,3.1,1.094556310104472,0.0
Chrimson,gamma5,2,32.0,3.2,1.064734256224875,0.0
Chrimson,gamma5,2,33.0,3.3000000000000003,0.970589325724941,0.0
Chrimson,gamma5,2,34.0,3.4,0.879078997775854,0.0
Chrimson,gamma5,2,35.0,3.5,0.800591167636795,0.0
Chrimson,gamma5,2,36.0,3.6,0.7718240974302544,0.0
Chrimson,gamma5,2,37.0,3.6999999999999997,0.7070758781861773,0.0
Chrimson,gamma5,2,38.0,3.8,0.7628440291230165,0.0
Chrimson,gamma5,2,39.0,3.9,0.7149710174387892,0.0
Chrimson,gamma5,2,40.0,3.975,0.48839874422958873,0.6666666666666666
Chrimson,gamma5,3,0.0,0.025000000000000005,-0.08271880978314979,0.0
Chrimson,gamma5,3,1.0,0.09999999999999999,-0.043385182865602556,0.0
Chrimson,gamma5,3,2.0,0.2,0.0066911654904311165,0.0
Chrimson,gamma5,3,3.0,0.3,-0.011076390022075907,0.0
Chrimson,gamma5,3,4.0,0.4,-0.03497936454990731,0.0
Chrimson,gamma5,3,5.0,0.5,-0.04275545640551651,0.0
Chrimson,gamma5,3,6.0,0.6,-0.03511884601816937,0.0
Chrimson,gamma5,3,7.0,0.7000000000000001,-0.05778796865481347,0.0
Chrimson,gamma5,3,8.0,0.8,-0.055905998759729215,0.0
Chrimson,gamma5,3,9.0,0.9,-0.04846124895741762,0.0
Chrimson,gamma5,3,10.0,1.0,0.0021403618898560906,0.0
Chrimson,gamma5,3,11.0,1.0999999999999999,0.020100955046202646,0.0
Chrimson,gamma5,3,12.0,1.2,0.0836041603106644,0.0
Chrimson,gamma5,3,13.0,1.3,0.030350930242906766,0.0
Chrimson,gamma5,3,14.0,1.4,0.08580629020040917,0.0
Chrimson,gamma5,3,15.0,1.5,0.05063533174285125,0.0
Chrimson,gamma5,3,16.0,1.6,0.038207356361882217,0.0
Chrimson,gamma5,3,17.0,1.7,0.020815282607818952,0.0
Chrimson,gamma5,3,18.0,1.8,0.05810862522115743,0.0
Chrimson,gamma5,3,19.0,1.9000000000000001,-0.022452663361761105,0.0
Chrimson,gamma5,3,20.0,2.0,-0.08597337737593092,0.4
Chrimson,gamma5,3,21.0,2.1,-0.03491183080103355,0.0
Chrimson,gamma5,3,22.0,2.2,-0.036228076808493825,0.0
Chrimson,gamma5,3,23.0,2.3000000000000003,-0.07496052094194953,0.0
Chrimson,gamma5,3,24.0,2.4,-0.08227682420228569,0.0
Chrimson,gamma5,3,25.0,2.5,-0.11694473715352716,0.0
Chrimson,gamma5,3,26.0,2.6,-0.08607328024191183,0.0
Chrimson,gamma5,3,27.0,2.6999999999999997,-0.09532731655816688,0.0
Chrimson,gamma5,3,28.0,2.8,-0.049543701659953386,0.0
Chrimson,gamma5,3,29.0,2.9,-0.05562144479388661,0.0
Chrimson,gamma5,3,30.0,3.0,-0.006384780762084441,0.0
Chrimson,gamma5,3,31.0,3.1,0.09245034575136842,0.0
Chrimson,gamma5,3,32.0,3.2,0.06158286141321621,0.0
Chrimson,gamma5,3,33.0,3.3000000000000003,0.06672719691565747,0.0
Chrimson,gamma5,3,34.0,3.4,0.020981836428570655,0.0
Chrimson,gamma5,3,35.0,3.5,-0.0485789548378075,0.0
Chrimson,gamma5,3,36.0,3.6,-0.03110831240858398,0.0
Chrimson,gamma5,3,37.0,3.6999999999999997,-0.027444864013798382,0.0
Chrimson,gamma5,3,38.0,3.8,-0.06043164272837096,0.0
Chrimson,gamma5,3,39.0,3.9,-0.05733259403005497,0.0
Chrimson,gamma5,3,40.0,3.975,-0.07209291143095031,0.6666666666666666
Chrimson,gamma5,4,0.0,0.025000000000000005,0.0055438907076087824,0.0
Chrimson,gamma5,4,1.0,0.09999999999999999,-0.0407997356535131,0.0
Chrimson,gamma5,4,2.0,0.2,0.05465179790623629,0.0
Chrimson,gamma5,4,3.0,0.3,0.028543548603574182,0.0
Chrimson,gamma5,4,4.0,0.4,-0.03735691808760151,0.0
Chrimson,gamma5,4,5.0,0.5,-0.016258603661169158,0.0
Chrimson,gamma5,4,6.0,0.6,0.06042152104268115,0.0
Chrimson,gamma5,4,7.0,0.7000000000000001,-0.142326694034989,0.0
Chrimson,gamma5,4,8.0,0.8,-0.036573791621441344,0.0
Chrimson,gamma5,4,9.0,0.9,-2.126296931666734e-05,0.0
Chrimson,gamma5,4,10.0,1.0,-0.02217411855327147,0.0
Chrimson,gamma5,4,11.0,1.0999999999999999,0.033634735011613105,0.0
Chrimson,gamma5,4,12.0,1.2,-0.017821110955498275,0.0
Chrimson,gamma5,4,13.0,1.3,-0.012587878429792995,0.0
Chrimson,gamma5,4,14.0,1.4,0.0775120028185293,0.0
Chrimson,gamma5,4,15.0,1.5,0.04491054599512201,0.0
Chrimson,gamma5,4,16.0,1.6,-0.038491846398935145,0.0
Chrimson,gamma5,4,17.0,1.7,0.06979454792666047,0.0
Chrimson,gamma5,4,18.0,1.8,-0.02523488104408065,0.0
Chrimson,gamma5,4,19.0,1.9000000000000001,0.013084148109893926,0.0
Chrimson,gamma5,4,20.0,2.0,-0.00899278627323924,0.2
Chrimson,gamma5,4,21.0,2.1,0.07667643742049246,0.0
Chrimson,gamma5,4,22.0,2.2,0.2563768775603102,0.0
Chrimson,gamma5,4,23.0,2.3000000000000003,0.3207825465669976,0.0
Chrimson,gamma5,4,24.0,2.4,0.5052010499457309,0.0
Chrimson,gamma5,4,25.0,2.5,0.6211510196013219,0.0
Chrimson,gamma5,4,26.0,2.6,0.6037721237001513,0.0
Chrimson,gamma5,4,27.0,2.6999999999999997,0.47936133407443776,0.0
Chrimson,gamma5,4,28.0,2.8,0.5212802094639551,0.0
Chrimson,gamma5,4,29.0,2.9,0.6835101296348176,0.0
Chrimson,gamma5,4,30.0,3.0,0.4702888226077526,0.0
Chrimson,gamma5,4,31.0,3.1,0.4009406402086768,0.0
Chrimson,gamma5,4,32.0,3.2,0.2431467079233927,0.0
Chrimson,gamma5,4,33.0,3.3000000000000003,0.2863125926379801,0.0
Chrimson,gamma5,4,34.0,3.4,0.33750134580371904,0.0
Chrimson,gamma5,4,35.0,3.5,0.20659389114526863,0.0
Chrimson,gamma5,4,36.0,3.6,0.2938139530303568,0.0
Chrimson,gamma5,4,37.0,3.6999999999999997,0.25999372322981285,0.0
Chrimson,gamma5,4,38.0,3.8,0.28526698338643663,0.0
Chrimson,gamma5,4,39.0,3.9,0.26429832565969974,0.0
Chrimson,gamma5,4,40.0,3.975,0.2449204115752257,0.6666666666666666
Chrimson,gamma5,5,0.0,0.025000000000000005,-0.05765931552157596,0.0
Chrimson,gamma5,5,1.0,0.09999999999999999,-0.00861198770958945,0.0
Chrimson,gamma5,5,2.0,0.2,0.02526003779118171,0.0
Chrimson,gamma5,5,3.0,0.3,0.019620492971132147,0.0
Chrimson,gamma5,5,4.0,0.4,0.05159857447425009,0.0
Chrimson,gamma5,5,5.0,0.5,0.06464474659327284,0.0
Chrimson,gamma5,5,6.0,0.6,0.0502839068178275,0.0
Chrimson,gamma5,5,7.0,0.7000000000000001,0.04626865285858828,0.0
Chrimson,gamma5,5,8.0,0.8,0.05522107907413507,0.0
Chrimson,gamma5,5,9.0,0.9,0.01747572231772628,0.0
Chrimson,gamma5,5,10.0,1.0,-0.021603997490707072,0.0
Chrimson,gamma5,5,11.0,1.0999999999999999,-0.05244582845050146,0.0
Chrimson,gamma5,5,12.0,1.2,-0.009399224257321693,0.0
Chrimson,gamma5,5,13.0,1.3,-0.06210815782222615,0.0
Chrimson,gamma5,5,14.0,1.4,0.03870996552004213,0.0
Chrimson,gamma5,5,15.0,1.5,0.03483518607355122,0.0
Chrimson,gamma5,5,16.0,1.6,0.006187364256167416,0.0
Chrimson,gamma5,5,17.0,1.7,-0.0007671378584753752,0.0
Chrimson,gamma5,5,18.0,1.8,-0.0996325206544556,0.0
Chrimson,gamma5,5,19.0,1.9000000000000001,-0.15356285838484465,0.0
Chrimson,gamma5,5,20.0,2.0,0.02330324231050504,0.2
Chrimson,gamma5,5,21.0,2.1,0.18833907192707486,0.0
Chrimson,gamma5,5,22.0,2.2,0.8119144128004964,0.0
Chrimson,gamma5,5,23.0,2.3000000000000003,1.3478750759773162,0.0
Chrimson,gamma5,5,24.0,2.4,1.6785123985576675,0.0
Chrimson,gamma5,5,25.0,2.5,1.8902486178897284,0.0
Chrimson,gamma5,5,26.0,2.6,2.060419442633136,0.0
Chrimson,gamma5,5,27.0,2.6999999999999997,2.07942144445452,0.0
Chrimson,gamma5,5,28.0,2.8,2.0180815830434518,0.0
Chrimson,gamma5,5,29.0,2.9,2.0037129230373996,0.0
Chrimson,gamma5,5,30.0,3.0,2.0993259588155415,0.0
Chrimson,gamma5,5,31.0,3.1,2.033896116797215,0.0
Chrimson,gamma5,5,32.0,3.2,1.9157451764108182,0.0
Chrimson,gamma5,5,33.0,3.3000000000000003,1.8612645261562601,0.0
Chrimson,gamma5,5,34.0,3.4,1.8126780126737223,0.0
Chrimson,gamma5,5,35.0,3.5,1.6240088668876307,0.0
Chrimson,gamma5,5,36.0,3.6,1.340750556256522,0.0
Chrimson,gamma5,5,37.0,3.6999999999999997,1.409672276059786,0.0
Chrimson,gamma5,5,38.0,3.8,1.3098119861477424,0.0
Chrimson,gamma5,5,39.0,3.9,1.2775509281519333,0.0
Chrimson,gamma5,5,40.0,3.975,,1.0
Chrimson,gamma5,6,0.0,0.025000000000000005,0.15706033579157355,0.0
Chrimson,gamma5,6,1.0,0.09999999999999999,-0.0615974039169207,0.0
Chrimson,gamma5,6,2.0,0.2,-0.03677800694303672,0.0
Chrimson,gamma5,6,3.0,0.3,-0.1483250649888949,0.0
Chrimson,gamma5,6,4.0,0.4,0.07950218188363545,0.0
Chrimson,gamma5,6,5.0,0.5,-0.009203615481668925,0.0
Chrimson,gamma5,6,6.0,0.6,0.11767145231806786,0.0
Chrimson,gamma5,6,7.0,0.7000000000000001,-0.012945301364349718,0.0
Chrimson,gamma5,6,8.0,0.8,0.08527157630455307,0.0
Chrimson,gamma5,6,9.0,0.9,-0.09311312838429198,0.0
Chrimson,gamma5,6,10.0,1.0,-0.055907460902223316,0.0
Chrimson,gamma5,6,11.0,1.0999999999999999,0.13057313835891224,0.0
Chrimson,gamma5,6,12.0,1.2,0.06667791003346717,0.0
Chrimson,gamma5,6,13.0,1.3,-0.018041735583863166,0.0
Chrimson,gamma5,6,14.0,1.4,-0.0886210681095309,0.0
Chrimson,gamma5,6,15.0,1.5,-0.010969202286563728,0.0
Chrimson,gamma5,6,16.0,1.6,0.054283490663106095,0.0
Chrimson,gamma5,6,17.0,1.7,-0.10751963764038508,0.0
Chrimson,gamma5,6,18.0,1.8,-0.0273823688536045,0.0
Chrimson,gamma5,6,19.0,1.9000000000000001,-0.06450383142651665,0.0
Chrimson,gamma5,6,20.0,2.0,-0.053693007605776444,0.2
Chrimson,gamma5,6,21.0,2.1,-0.008609427614637085,0.0
Chrimson,gamma5,6,22.0,2.2,0.15556162422295716,0.0
Chrimson,gamma5,6,23.0,2.3000000000000003,0.13236928339696855,0.0
Chrimson,gamma5,6,24.0,2.4,0.24224310840926483,0.0
Chrimson,gamma5,6,25.0,2.5,0.21214324874504964,0.0
Chrimson,gamma5,6,26.0,2.6,0.29754536156965666,0.0
Chrimson,gamma5,6,27.0,2.6999999999999997,0.30105073044922076,0.0
Chrimson,gamma5,6,28.0,2.8,0.19033893077644748,0.0
Chrimson,gamma5,6,29.0,2.9,0.2606459554910525,0.0
Chrimson,gamma5,6,30.0,3.0,0.1800774760807688,0.0
Chrimson,gamma5,6,31.0,3.1,0.12930666936232418,0.0
Chrimson,gamma5,6,32.0,3.2,0.14413895666713614,0.0
Chrimson,gamma5,6,33.0,3.3000000000000003,0.24616135297243522,0.0
Chrimson,gamma5,6,34.0,3.4,0.25869158671240366,0.0
Chrimson,gamma5,6,35.0,3.5,0.1028907744737066,0.0
Chrimson,gamma5,6,36.0,3.6,0.05414292279056247,0.0
Chrimson,gamma5,6,37.0,3.6999999999999997,0.15040882704005668,0.0
Chrimson,gamma5,6,38.0,3.8,0.27500357157408706,0.0
Chrimson,gamma5,6,39.0,3.9,0.2515803463197661,0.0
Chrimson,gamma5,6,40.0,3.975,0.20366843208155494,0.6666666666666666
