Genotype,Compartment,Trial,Time_ds,Time,dff0
+,betap2,0,0.0,0.025000000000000005,-0.03926967584934715
+,betap2,0,1.0,0.09999999999999999,0.028080592436455554
+,betap2,0,2.0,0.2,-0.017621233558036596
+,betap2,0,3.0,0.3,0.06745364723397078
+,betap2,0,4.0,0.4,-0.015937085115582096
+,betap2,0,5.0,0.5,0.0029144715288932366
+,betap2,0,6.0,0.6,0.004267681981911209
+,betap2,0,7.0,0.7000000000000001,-0.056062062781772726
+,betap2,0,8.0,0.8,-0.018501854533715268
+,betap2,0,9.0,0.9,-0.0346325744127662
+,betap2,0,10.0,1.0,0.015153536149589076
+,betap2,0,11.0,1.0999999999999999,-0.05073028406307282
+,betap2,0,12.0,1.2,0.011590311774689832
+,betap2,0,13.0,1.3,0.00783780089825692
+,betap2,0,14.0,1.4,0.015345329757103298
+,betap2,0,15.0,1.5,0.05311300102505386
+,betap2,0,16.0,1.6,0.02725345638836265
+,betap2,0,17.0,1.7,0.00978080803320632
+,betap2,0,18.0,1.8,0.02807077293803171
+,betap2,0,19.0,1.9000000000000001,-0.04765281147191106
+,betap2,0,20.0,2.0,0.5737154382219511
+,betap2,0,21.0,2.1,1.44356233487459
+,betap2,0,22.0,2.2,0.8940928704917976
+,betap2,0,23.0,2.3000000000000003,0.09394957893873235
+,betap2,0,24.0,2.4,0.06231721385625775
+,betap2,0,25.0,2.5,0.008485469943240101
+,betap2,0,26.0,2.6,0.0058565603971037165
+,betap2,0,27.0,2.6999999999999997,0.018929655607339096
+,betap2,0,28.0,2.8,-0.0003259629510063533
+,betap2,0,29.0,2.9,0.049121479378472256
+,betap2,0,30.0,3.0,0.049710231432911825
+,betap2,0,31.0,3.1,0.01258040971152056
+,betap2,0,32.0,3.2,-0.016714914746056974
+,betap2,0,33.0,3.3000000000000003,-0.0034682024466663832
+,betap2,0,34.0,3.4,0.04327762426323893
+,betap2,0,35.0,3.5,0.10589802819117937
+,betap2,0,36.0,3.6,0.07614515689214603
+,betap2,0,37.0,3.6999999999999997,0.06405338474780924
+,betap2,0,38.0,3.8,0.05263163667678252
+,betap2,0,39.0,3.9,-0.018830494342669663
+,betap2,0,40.0,4.0,0.07570327946306885
+,betap2,0,41.0,4.1000000000000005,0.13301029011616694
+,betap2,0,42.0,4.2,0.07066796602657255
+,betap2,0,43.0,4.275,
+,betap2,1,0.0,0.025000000000000005,-0.07095231114957105
+,betap2,1,1.0,0.09999999999999999,-0.05779069595563687
+,betap2,1,2.0,0.2,-0.021799866288671543
+,betap2,1,3.0,0.3,-0.052349589180969026
+,betap2,1,4.0,0.4,-0.028223600337131872
+,betap2,1,5.0,0.5,-0.033114432073981126
+,betap2,1,6.0,0.6,-0.013396666724487161
+,betap2,1,7.0,0.7000000000000001,0.020351276898131765
+,betap2,1,8.0,0.8,0.009102495660698918
+,betap2,1,9.0,0.9,-0.0025519098991211298
+,betap2,1,10.0,1.0,0.0024910074305303674
+,betap2,1,11.0,1.0999999999999999,0.0054848160893380404
+,betap2,1,12.0,1.2,0.03402806321520937
+,betap2,1,13.0,1.3,0.02597637335963654
+,betap2,1,14.0,1.4,0.02435632299175401
+,betap2,1,15.0,1.5,0.038836358402004535
+,betap2,1,16.0,1.6,0.01745995661219655
+,betap2,1,17.0,1.7,-0.0004320287246959431
+,betap2,1,18.0,1.8,0.019671220899623632
+,betap2,1,19.0,1.9000000000000001,0.028717396187833533
+,betap2,1,20.0,2.0,0.06743277901793351
+,betap2,1,21.0,2.1,0.14111627237082672
+,betap2,1,22.0,2.2,0.07437516634729321
+,betap2,1,23.0,2.3000000000000003,0.0024661617643794522
+,betap2,1,24.0,2.4,-0.0005921138690998306
+,betap2,1,25.0,2.5,-0.15034080236761327
+,betap2,1,26.0,2.6,-0.10446817366337172
+,betap2,1,27.0,2.6999999999999997,-0.12748843625112347
+,betap2,1,28.0,2.8,-0.13406670281405245
+,betap2,1,29.0,2.9,-0.1271341031713583
+,betap2,1,30.0,3.0,-0.12845412329799483
+,betap2,1,31.0,3.1,-0.13057343979818928
+,betap2,1,32.0,3.2,-0.12610649018385336
+,betap2,1,33.0,3.3000000000000003,-0.0718501431763865
+,betap2,1,34.0,3.4,-0.10653177563947039
+,betap2,1,35.0,3.5,-0.09323435629305243
+,betap2,1,36.0,3.6,-0.11958280879655887
+,betap2,1,37.0,3.6999999999999997,-0.16557241917892743
+,betap2,1,38.0,3.8,-0.16948589393480423
+,betap2,1,39.0,3.9,-0.11205447784047455
+,betap2,1,40.0,4.0,-0.09019179742566094
+,betap2,1,41.0,4.1000000000000005,-0.07637224264058773
+,betap2,1,42.0,4.2,-0.058409014238255064
+,betap2,1,43.0,4.275,
+,betap2,2,0.0,0.025000000000000005,-0.011630477982871276
+,betap2,2,1.0,0.09999999999999999,-0.023528343796753393
+,betap2,2,2.0,0.2,0.01394825118470524
+,betap2,2,3.0,0.3,0.006194004085389393
+,betap2,2,4.0,0.4,0.03521691374291049
+,betap2,2,5.0,0.5,0.004192372017087516
+,betap2,2,6.0,0.6,-0.0037553776266013193
+,betap2,2,7.0,0.7000000000000001,0.004247991981935743
+,betap2,2,8.0,0.8,0.004611925085263313
+,betap2,2,9.0,0.9,-0.022755844284973126
+,betap2,2,10.0,1.0,-0.00811557087095922
+,betap2,2,11.0,1.0999999999999999,0.01044240806706472
+,betap2,2,12.0,1.2,-0.00788114301911762
+,betap2,2,13.0,1.3,0.003995298808304441
+,betap2,2,14.0,1.4,0.012392952167654191
+,betap2,2,15.0,1.5,-0.018679106861471156
+,betap2,2,16.0,1.6,0.003155918005459801
+,betap2,2,17.0,1.7,0.03821393718212507
+,betap2,2,18.0,1.8,-0.011138824960262639
+,betap2,2,19.0,1.9000000000000001,-0.035339689665316164
+,betap2,2,20.0,2.0,0.2589537843412083
+,betap2,2,21.0,2.1,0.4717434098581648
+,betap2,2,22.0,2.2,0.18890600061140755
+,betap2,2,23.0,2.3000000000000003,-0.028135187551894814
+,betap2,2,24.0,2.4,-0.013352911560959945
+,betap2,2,25.0,2.5,0.0015219270381420236
+,betap2,2,26.0,2.6,0.0038830975458823414
+,betap2,2,27.0,2.6999999999999997,-0.00032177179664028
+,betap2,2,28.0,2.8,-0.026794403065937278
+,betap2,2,29.0,2.9,-0.015289722336895554
+,betap2,2,30.0,3.0,-0.02393347687404266
+,betap2,2,31.0,3.1,-0.03336964424371817
+,betap2,2,32.0,3.2,-0.023409825204990554
+,betap2,2,33.0,3.3000000000000003,-0.024748549692249933
+,betap2,2,34.0,3.4,-0.017033305234951078
+,betap2,2,35.0,3.5,-0.037048115252257895
+,betap2,2,36.0,3.6,-0.006871743657058072
+,betap2,2,37.0,3.6999999999999997,0.00824438945621253
+,betap2,2,38.0,3.8,-0.02592055161821145
+,betap2,2,39.0,3.9,-0.026979528282271497
+,betap2,2,40.0,4.0,-0.019271287820546146
+,betap2,2,41.0,4.1000000000000005,0.0024537331159073896
+,betap2,2,42.0,4.2,0.023650433052926356
+,betap2,2,43.0,4.275,
+,betap2,3,0.0,0.025000000000000005,-0.03282883709181631
+,betap2,3,1.0,0.09999999999999999,-0.013428436781017497
+,betap2,3,2.0,0.2,0.03452711294331414
+,betap2,3,3.0,0.3,-0.002742173932058667
+,betap2,3,4.0,0.4,0.038777094243886846
+,betap2,3,5.0,0.5,0.0884292848971161
+,betap2,3,6.0,0.6,0.055145530591649526
+,betap2,3,7.0,0.7000000000000001,-0.013643020372362091
+,betap2,3,8.0,0.8,-0.015811745202217665
+,betap2,3,9.0,0.9,-0.016912865573802893
+,betap2,3,10.0,1.0,0.006764900991130696
+,betap2,3,11.0,1.0999999999999999,-0.03707963585368942
+,betap2,3,12.0,1.2,-0.014082814551955813
+,betap2,3,13.0,1.3,-0.050173322232209085
+,betap2,3,14.0,1.4,-0.0051782086071319846
+,betap2,3,15.0,1.5,0.09501189201826672
+,betap2,3,16.0,1.6,-0.006420341053029399
+,betap2,3,17.0,1.7,-0.05774914483329744
+,betap2,3,18.0,1.8,-0.024751910713607227
+,betap2,3,19.0,1.9000000000000001,-0.008059759690901816
+,betap2,3,20.0,2.0,1.4641823200287412
+,betap2,3,21.0,2.1,2.5404821141511125
+,betap2,3,22.0,2.2,0.9565928049508721
+,betap2,3,23.0,2.3000000000000003,0.08113139913815026
+,betap2,3,24.0,2.4,0.0027601580806660086
+,betap2,3,25.0,2.5,-0.07901540056216838
+,betap2,3,26.0,2.6,0.003336468297419981
+,betap2,3,27.0,2.6999999999999997,-0.028075299630221633
+,betap2,3,28.0,2.8,0.03472575603930159
+,betap2,3,29.0,2.9,0.0038506514553465396
+,betap2,3,30.0,3.0,-0.04024116743283253
+,betap2,3,31.0,3.1,-0.12595811573535373
+,betap2,3,32.0,3.2,-0.07091558526754918
+,betap2,3,33.0,3.3000000000000003,0.00424712018602121
+,betap2,3,34.0,3.4,-0.04075984662791103
+,betap2,3,35.0,3.5,0.04672854031249063
+,betap2,3,36.0,3.6,-0.019920714428478294
+,betap2,3,37.0,3.6999999999999997,-0.01378811975317599
+,betap2,3,38.0,3.8,-0.038243700745402356
+,betap2,3,39.0,3.9,-0.07422507734205756
+,betap2,3,40.0,4.0,0.05073859672140764
+,betap2,3,41.0,4.1000000000000005,-0.0832171516460198
+,betap2,3,42.0,4.2,-0.04742460860974788
+,betap2,3,43.0,4.275,
+,betap2,4,0.0,0.025000000000000005,-0.022014946886379356
+,betap2,4,1.0,0.09999999999999999,-0.01643988614614796
+,betap2,4,2.0,0.2,0.010661607407946949
+,betap2,4,3.0,0.3,-0.012365171584375148
+,betap2,4,4.0,0.4,-0.0012488989420175178
+,betap2,4,5.0,0.5,0.027672148187856793
+,betap2,4,6.0,0.6,0.05139289977238548
+,betap2,4,7.0,0.7000000000000001,-0.0018513225670282463
+,betap2,4,8.0,0.8,0.003560206866745741
+,betap2,4,9.0,0.9,-0.031083436234425887
+,betap2,4,10.0,1.0,0.00346380194809186
+,betap2,4,11.0,1.0999999999999999,-0.004962702052770347
+,betap2,4,12.0,1.2,-0.018735037320620117
+,betap2,4,13.0,1.3,0.04203005407271565
+,betap2,4,14.0,1.4,-0.010060308506986804
+,betap2,4,15.0,1.5,-0.024114431781509515
+,betap2,4,16.0,1.6,-0.006972780312230209
+,betap2,4,17.0,1.7,-0.04599977653696896
+,betap2,4,18.0,1.8,0.005871782582914475
+,betap2,4,19.0,1.9000000000000001,0.0068536845321674296
+,betap2,4,20.0,2.0,0.15576172163974175
+,betap2,4,21.0,2.1,0.08308640954064506
+,betap2,4,22.0,2.2,0.020023167708701318
+,betap2,4,23.0,2.3000000000000003,-0.046007631752563026
+,betap2,4,24.0,2.4,0.002667711553162877
+,betap2,4,25.0,2.5,-0.006825816369571173
+,betap2,4,26.0,2.6,0.007642633822010825
+,betap2,4,27.0,2.6999999999999997,-0.019360598126107798
+,betap2,4,28.0,2.8,-0.013921218382500466
+,betap2,4,29.0,2.9,-0.0494603560613908
+,betap2,4,30.0,3.0,-0.02396532550732473
+,betap2,4,31.0,3.1,-0.03537524039079717
+,betap2,4,32.0,3.2,-0.024165847738124892
+,betap2,4,33.0,3.3000000000000003,-0.049158287316275175
+,betap2,4,34.0,3.4,-0.02075054281994495
+,betap2,4,35.0,3.5,-0.03357639601976573
+,betap2,4,36.0,3.6,-0.015336442588340238
+,betap2,4,37.0,3.6999999999999997,0.006332383860927715
+,betap2,4,38.0,3.8,-0.06967282553952665
+,betap2,4,39.0,3.9,-0.02528128835247634
+,betap2,4,40.0,4.0,-0.02328534948108567
+,betap2,4,41.0,4.1000000000000005,-0.03006011587567714
+,betap2,4,42.0,4.2,-0.07399433669305355
+,betap2,4,43.0,4.275,
+,betap2,5,0.0,0.025000000000000005,0.016417122155471937
+,betap2,5,1.0,0.09999999999999999,0.007907231192753198
+,betap2,5,2.0,0.2,0.016423493526558586
+,betap2,5,3.0,0.3,0.03526045214434922
+,betap2,5,4.0,0.4,0.015841746240724208
+,betap2,5,5.0,0.5,-0.01361156083228395
+,betap2,5,6.0,0.6,-0.002321902322873304
+,betap2,5,7.0,0.7000000000000001,-0.007684644260918046
+,betap2,5,8.0,0.8,0.01168041880871915
+,betap2,5,9.0,0.9,-0.0034394613642882246
+,betap2,5,10.0,1.0,0.008427320048716446
+,betap2,5,11.0,1.0999999999999999,-0.002918447631876875
+,betap2,5,12.0,1.2,-0.012266482184644389
+,betap2,5,13.0,1.3,-0.022332631917311423
+,betap2,5,14.0,1.4,-0.00442106356783718
+,betap2,5,15.0,1.5,-0.028050423647364247
+,betap2,5,16.0,1.6,-0.018336446313311373
+,betap2,5,17.0,1.7,0.013710830904376711
+,betap2,5,18.0,1.8,-0.007330724873457517
+,betap2,5,19.0,1.9000000000000001,-0.0049809221110674136
+,betap2,5,20.0,2.0,0.0864301665101314
+,betap2,5,21.0,2.1,0.23554141933286724
+,betap2,5,22.0,2.2,0.13744296017189145
+,betap2,5,23.0,2.3000000000000003,0.005211730166885364
+,betap2,5,24.0,2.4,-0.0188895224292557
+,betap2,5,25.0,2.5,-0.006673446011030926
+,betap2,5,26.0,2.6,-0.032653533729396146
+,betap2,5,27.0,2.6999999999999997,0.012289604095846266
+,betap2,5,28.0,2.8,-0.007536664029227258
+,betap2,5,29.0,2.9,-0.024100687393867098
+,betap2,5,30.0,3.0,-0.025776460753715667
+,betap2,5,31.0,3.1,-0.038719901116320586
+,betap2,5,32.0,3.2,-0.0011630321334447525
+,betap2,5,33.0,3.3000000000000003,-0.017300276399326447
+,betap2,5,34.0,3.4,-0.00858269929199158
+,betap2,5,35.0,3.5,-0.045582998181230315
+,betap2,5,36.0,3.6,-0.01840303741757223
+,betap2,5,37.0,3.6999999999999997,-0.03321534478957233
+,betap2,5,38.0,3.8,-0.005334533206378489
+,betap2,5,39.0,3.9,-0.02473165865954874
+,betap2,5,40.0,4.0,-0.028401876697629926
+,betap2,5,41.0,4.1000000000000005,0.004874150263340704
+,betap2,5,42.0,4.2,-0.021366136029080846
+,betap2,5,43.0,4.275,
+,betap2,6,0.0,0.025000000000000005,0.010832736031061533
+,betap2,6,1.0,0.09999999999999999,-0.03228975799841779
+,betap2,6,2.0,0.2,0.022563652564109925
+,betap2,6,3.0,0.3,0.008213534231818956
+,betap2,6,4.0,0.4,0.011711405302938216
+,betap2,6,5.0,0.5,0.016891622033365212
+,betap2,6,6.0,0.6,0.018027455065433816
+,betap2,6,7.0,0.7000000000000001,0.02511626448710073
+,betap2,6,8.0,0.8,-0.02658871330730612
+,betap2,6,9.0,0.9,-0.04321049770373442
+,betap2,6,10.0,1.0,0.003391000265259492
+,betap2,6,11.0,1.0999999999999999,0.00925756836305458
+,betap2,6,12.0,1.2,0.009112497561220035
+,betap2,6,13.0,1.3,-0.02031150763929083
+,betap2,6,14.0,1.4,-0.01780360606178357
+,betap2,6,15.0,1.5,0.009600030583778821
+,betap2,6,16.0,1.6,0.027384759604749752
+,betap2,6,17.0,1.7,0.0313305268673254
+,betap2,6,18.0,1.8,-0.0119641495564625
+,betap2,6,19.0,1.9000000000000001,-0.026549552118176962
+,betap2,6,20.0,2.0,0.28001913983300264
+,betap2,6,21.0,2.1,0.48761228631177395
+,betap2,6,22.0,2.2,0.20713128821355906
+,betap2,6,23.0,2.3000000000000003,-0.04886667350203825
+,betap2,6,24.0,2.4,0.0031051394393494247
+,betap2,6,25.0,2.5,-0.0018145840370729454
+,betap2,6,26.0,2.6,-0.0019690091310477164
+,betap2,6,27.0,2.6999999999999997,-0.050001872344809316
+,betap2,6,28.0,2.8,-0.013724500499379611
+,betap2,6,29.0,2.9,0.015849966111995812
+,betap2,6,30.0,3.0,-0.019365138659891312
+,betap2,6,31.0,3.1,0.0011748257646654696
+,betap2,6,32.0,3.2,-0.015764053280581548
+,betap2,6,33.0,3.3000000000000003,0.023345290873448166
+,betap2,6,34.0,3.4,0.007790212875645941
+,betap2,6,35.0,3.5,0.0008569383792247735
+,betap2,6,36.0,3.6,0.0008467913504625502
+,betap2,6,37.0,3.6999999999999997,-0.023845527500375385
+,betap2,6,38.0,3.8,-0.02523408496755255
+,betap2,6,39.0,3.9,-0.024896696261209456
+,betap2,6,40.0,4.0,-0.03095605790548628
+,betap2,6,41.0,4.1000000000000005,0.05005179493358258
+,betap2,6,42.0,4.2,0.011638750991527641
+,betap2,6,43.0,4.275,
+,betap2,7,0.0,0.025000000000000005,0.0034385173950534456
+,betap2,7,1.0,0.09999999999999999,-0.01664865263794868
+,betap2,7,2.0,0.2,0.02536606256103875
+,betap2,7,3.0,0.3,-0.005179854444004817
+,betap2,7,4.0,0.4,0.01697580615494625
+,betap2,7,5.0,0.5,0.011537428511092296
+,betap2,7,6.0,0.6,-0.003914444056500743
+,betap2,7,7.0,0.7000000000000001,-0.02263312480314524
+,betap2,7,8.0,0.8,0.01540156569375668
+,betap2,7,9.0,0.9,-0.01601838718144762
+,betap2,7,10.0,1.0,-0.008730485389919319
+,betap2,7,11.0,1.0999999999999999,0.011781402236189434
+,betap2,7,12.0,1.2,-0.016986556247208285
+,betap2,7,13.0,1.3,0.0021078440360858077
+,betap2,7,14.0,1.4,-0.015171391732485162
+,betap2,7,15.0,1.5,0.001632095272146324
+,betap2,7,16.0,1.6,-0.0045890314063944835
+,betap2,7,17.0,1.7,0.02605793138312688
+,betap2,7,18.0,1.8,0.01495631364545431
+,betap2,7,19.0,1.9000000000000001,-0.025188749573538338
+,betap2,7,20.0,2.0,0.2207536401737505
+,betap2,7,21.0,2.1,0.3819220730386428
+,betap2,7,22.0,2.2,0.17643215340396906
+,betap2,7,23.0,2.3000000000000003,-0.011164326609201414
+,betap2,7,24.0,2.4,-0.033127247965325825
+,betap2,7,25.0,2.5,-0.019450284247814736
+,betap2,7,26.0,2.6,-0.030211152016101563
+,betap2,7,27.0,2.6999999999999997,0.02725340263610306
+,betap2,7,28.0,2.8,-0.03392260230914268
+,betap2,7,29.0,2.9,-0.005430944069417391
+,betap2,7,30.0,3.0,-0.011825292092777273
+,betap2,7,31.0,3.1,-0.04004674943195733
+,betap2,7,32.0,3.2,-0.031289515881031196
+,betap2,7,33.0,3.3000000000000003,-0.047015248955045864
+,betap2,7,34.0,3.4,-0.052765912967024285
+,betap2,7,35.0,3.5,-0.01753102427705026
+,betap2,7,36.0,3.6,-0.011175102115393187
+,betap2,7,37.0,3.6999999999999997,-0.037661906269132205
+,betap2,7,38.0,3.8,-0.03310712013300528
+,betap2,7,39.0,3.9,-0.05411488435537418
+,betap2,7,40.0,4.0,-0.04653726376529295
+,betap2,7,41.0,4.1000000000000005,-0.052781161324842896
+,betap2,7,42.0,4.2,
+,betap2,7,43.0,4.275,
+,gamma1,0,0.0,0.025000000000000005,-0.031202095595995443
+,gamma1,0,1.0,0.09999999999999999,-0.05262174423070909
+,gamma1,0,2.0,0.2,-0.03891748438103957
+,gamma1,0,3.0,0.3,-0.08719891531860051
+,gamma1,0,4.0,0.4,-0.03837888901576873
+,gamma1,0,5.0,0.5,0.11216075463602186
+,gamma1,0,6.0,0.6,0.017355350199958285
+,gamma1,0,7.0,0.7000000000000001,0.025796193966795777
+,gamma1,0,8.0,0.8,-0.026501700972097274
+,gamma1,0,9.0,0.9,-0.10140472429148535
+,gamma1,0,10.0,1.0,-0.0036425412175062457
+,gamma1,0,11.0,1.0999999999999999,-0.04308131914747215
+,gamma1,0,12.0,1.2,-0.003290805468757907
+,gamma1,0,13.0,1.3,0.034864381239213316
+,gamma1,0,14.0,1.4,0.06991663984885155
+,gamma1,0,15.0,1.5,-0.05310415958055489
+,gamma1,0,16.0,1.6,0.010858009285579695
+,gamma1,0,17.0,1.7,0.09610263356035371
+,gamma1,0,18.0,1.8,0.015894669798906302
+,gamma1,0,19.0,1.9000000000000001,0.07513893867401762
+,gamma1,0,20.0,2.0,1.1782188858892293
+,gamma1,0,21.0,2.1,2.879278917288973
+,gamma1,0,22.0,2.2,1.6416820296618273
+,gamma1,0,23.0,2.3000000000000003,-0.04588421339531027
+,gamma1,0,24.0,2.4,0.03877092781906146
+,gamma1,0,25.0,2.5,0.11404563486368942
+,gamma1,0,26.0,2.6,0.03640892456184186
+,gamma1,0,27.0,2.6999999999999997,-0.08122877092578333
+,gamma1,0,28.0,2.8,-0.012186788780850732
+,gamma1,0,29.0,2.9,0.006587106808590574
+,gamma1,0,30.0,3.0,-0.0004964603537018552
+,gamma1,0,31.0,3.1,0.07110456220399919
+,gamma1,0,32.0,3.2,0.012337009256879018
+,gamma1,0,33.0,3.3000000000000003,0.08966228686452234
+,gamma1,0,34.0,3.4,-0.05389800762460497
+,gamma1,0,35.0,3.5,-0.078218254881809
+,gamma1,0,36.0,3.6,-0.022903737375525913
+,gamma1,0,37.0,3.6999999999999997,-0.06104060451324992
+,gamma1,0,38.0,3.8,0.06277689267113402
+,gamma1,0,39.0,3.9,0.046208266237907525
+,gamma1,0,40.0,4.0,0.0456774058022966
+,gamma1,0,41.0,4.1000000000000005,-0.07128327978930031
+,gamma1,0,42.0,4.2,0.04585815889540338
+,gamma1,0,43.0,4.275,
+,gamma1,1,0.0,0.025000000000000005,-0.01487423058687487
+,gamma1,1,1.0,0.09999999999999999,-0.00399599187530512
+,gamma1,1,2.0,0.2,-0.0008056664725723639
+,gamma1,1,3.0,0.3,0.01751639088952861
+,gamma1,1,4.0,0.4,0.00029695101423954373
+,gamma1,1,5.0,0.5,-0.010413955466922586
+,gamma1,1,6.0,0.6,0.02544954947122231
+,gamma1,1,7.0,0.7000000000000001,-0.03738929174609621
+,gamma1,1,8.0,0.8,0.004427328505087669
+,gamma1,1,9.0,0.9,0.0104409332688045
+,gamma1,1,10.0,1.0,0.012200387290693903
+,gamma1,1,11.0,1.0999999999999999,-0.012642038358057772
+,gamma1,1,12.0,1.2,0.015088594187052263
+,gamma1,1,13.0,1.3,0.004041050762987404
+,gamma1,1,14.0,1.4,-0.0022776312302348334
+,gamma1,1,15.0,1.5,-0.0015723045105107507
+,gamma1,1,16.0,1.6,-0.010521126993666984
+,gamma1,1,17.0,1.7,0.004446231458424488
+,gamma1,1,18.0,1.8,-0.004509494712037432
+,gamma1,1,19.0,1.9000000000000001,-0.013999763528163048
+,gamma1,1,20.0,2.0,0.058975827509400315
+,gamma1,1,21.0,2.1,0.20100653706247104
+,gamma1,1,22.0,2.2,0.10352877353621878
+,gamma1,1,23.0,2.3000000000000003,-0.01382306200784067
+,gamma1,1,24.0,2.4,-0.0076994913677557175
+,gamma1,1,25.0,2.5,-0.0561385558536092
+,gamma1,1,26.0,2.6,-0.04892387387222177
+,gamma1,1,27.0,2.6999999999999997,-0.0335010364314667
+,gamma1,1,28.0,2.8,-0.03271500231966971
+,gamma1,1,29.0,2.9,-0.009202522718293507
+,gamma1,1,30.0,3.0,-0.05035293714448512
+,gamma1,1,31.0,3.1,-0.03595595476264368
+,gamma1,1,32.0,3.2,-0.03902743811961549
+,gamma1,1,33.0,3.3000000000000003,-0.00874227689791888
+,gamma1,1,34.0,3.4,-0.01606084293590517
+,gamma1,1,35.0,3.5,-0.012093030843753683
+,gamma1,1,36.0,3.6,-0.04998556235572171
+,gamma1,1,37.0,3.6999999999999997,-0.03516449632510658
+,gamma1,1,38.0,3.8,-0.07184658132948925
+,gamma1,1,39.0,3.9,-0.031876204312036936
+,gamma1,1,40.0,4.0,-0.041463946617977546
+,gamma1,1,41.0,4.1000000000000005,-0.009266628386131459
+,gamma1,1,42.0,4.2,-0.024836086995377277
+,gamma1,1,43.0,4.275,
+,gamma1,2,0.0,0.025000000000000005,0.02078465878564247
+,gamma1,2,1.0,0.09999999999999999,-0.016865997857680504
+,gamma1,2,2.0,0.2,-0.017394964790376766
+,gamma1,2,3.0,0.3,-0.002115125682506639
+,gamma1,2,4.0,0.4,0.01683759050359075
+,gamma1,2,5.0,0.5,-0.022445502512169663
+,gamma1,2,6.0,0.6,0.005294322406165941
+,gamma1,2,7.0,0.7000000000000001,0.016794708843084316
+,gamma1,2,8.0,0.8,-0.008267456687929765
+,gamma1,2,9.0,0.9,0.011570688963803089
+,gamma1,2,10.0,1.0,-0.0011613928553480424
+,gamma1,2,11.0,1.0999999999999999,0.02975768116652559
+,gamma1,2,12.0,1.2,0.023988491512141753
+,gamma1,2,13.0,1.3,-0.014169481714110291
+,gamma1,2,14.0,1.4,0.0006211991686998041
+,gamma1,2,15.0,1.5,0.0013363591093928189
+,gamma1,2,16.0,1.6,0.007053867283687554
+,gamma1,2,17.0,1.7,-0.01941515194315868
+,gamma1,2,18.0,1.8,-0.019978759435482264
+,gamma1,2,19.0,1.9000000000000001,-0.004780912297375243
+,gamma1,2,20.0,2.0,0.29861619432369196
+,gamma1,2,21.0,2.1,0.5032473385805573
+,gamma1,2,22.0,2.2,0.19001384950176642
+,gamma1,2,23.0,2.3000000000000003,-0.03799883442548446
+,gamma1,2,24.0,2.4,-0.02946622206276628
+,gamma1,2,25.0,2.5,-0.062328938775019625
+,gamma1,2,26.0,2.6,0.006258112169990659
+,gamma1,2,27.0,2.6999999999999997,-0.02047392388660659
+,gamma1,2,28.0,2.8,-0.01887291544125047
+,gamma1,2,29.0,2.9,0.04133712630001285
+,gamma1,2,30.0,3.0,0.0008550229461841807
+,gamma1,2,31.0,3.1,-0.0337413979035461
+,gamma1,2,32.0,3.2,-0.0071364703520329755
+,gamma1,2,33.0,3.3000000000000003,0.0012986455968954091
+,gamma1,2,34.0,3.4,-0.021989727729653706
+,gamma1,2,35.0,3.5,-0.004585360751091949
+,gamma1,2,36.0,3.6,-0.02461835955072842
+,gamma1,2,37.0,3.6999999999999997,0.00815272729412353
+,gamma1,2,38.0,3.8,-0.03043839260714596
+,gamma1,2,39.0,3.9,-0.028022911971520032
+,gamma1,2,40.0,4.0,-0.02721388728861094
+,gamma1,2,41.0,4.1000000000000005,-0.026389358161675164
+,gamma1,2,42.0,4.2,-0.04974519677169198
+,gamma1,2,43.0,4.275,
+,gamma1,3,0.0,0.025000000000000005,-0.07688459908377387
+,gamma1,3,1.0,0.09999999999999999,-0.09453458670553054
+,gamma1,3,2.0,0.2,0.012145745164069122
+,gamma1,3,3.0,0.3,-0.0729196033933905
+,gamma1,3,4.0,0.4,-0.005120335887665806
+,gamma1,3,5.0,0.5,0.013504349857979029
+,gamma1,3,6.0,0.6,0.010179078517641216
+,gamma1,3,7.0,0.7000000000000001,0.07608435897126264
+,gamma1,3,8.0,0.8,-0.032081586982329144
+,gamma1,3,9.0,0.9,0.00033027388670973473
+,gamma1,3,10.0,1.0,0.027219564986992205
+,gamma1,3,11.0,1.0999999999999999,-0.07078958755971813
+,gamma1,3,12.0,1.2,0.04342243712175038
+,gamma1,3,13.0,1.3,-0.018963999606648668
+,gamma1,3,14.0,1.4,-0.024028184211199167
+,gamma1,3,15.0,1.5,-0.060416554369722375
+,gamma1,3,16.0,1.6,0.05709411645416311
+,gamma1,3,17.0,1.7,0.0570815234551465
+,gamma1,3,18.0,1.8,-0.028574616656179642
+,gamma1,3,19.0,1.9000000000000001,0.07379423215009288
+,gamma1,3,20.0,2.0,1.4290070917249085
+,gamma1,3,21.0,2.1,2.401097385416808
+,gamma1,3,22.0,2.2,0.949656383156207
+,gamma1,3,23.0,2.3000000000000003,0.032192360398679044
+,gamma1,3,24.0,2.4,0.07737496147048266
+,gamma1,3,25.0,2.5,-0.05404989386687897
+,gamma1,3,26.0,2.6,-0.022377781740075053
+,gamma1,3,27.0,2.6999999999999997,-0.06932520167406835
+,gamma1,3,28.0,2.8,-0.004255736555180145
+,gamma1,3,29.0,2.9,0.03799413494563301
+,gamma1,3,30.0,3.0,-0.10353786140248729
+,gamma1,3,31.0,3.1,0.0559031785471605
+,gamma1,3,32.0,3.2,0.058595561736919044
+,gamma1,3,33.0,3.3000000000000003,0.017206691568872445
+,gamma1,3,34.0,3.4,0.04708160283601535
