Genotype,Compartment,Trial,Time_ds,Time,dff0
Chrimson,gamma2,4,33.0,3.3000000000000003,0.7181776175418729
Chrimson,gamma2,4,34.0,3.4,0.6204055500593163
Chrimson,gamma2,4,35.0,3.5,0.6589968775243075
Chrimson,gamma2,4,36.0,3.6,0.6515771954499832
Chrimson,gamma2,4,37.0,3.6999999999999997,0.6073290061913575
Chrimson,gamma2,4,38.0,3.8,0.5171002258206098
Chrimson,gamma2,4,39.0,3.9,0.6415618075884807
Chrimson,gamma2,4,40.0,4.0,0.6132615651584441
Chrimson,gamma2,4,41.0,4.1000000000000005,0.38026993215725097
Chrimson,gamma2,4,42.0,4.2,0.3124971935379676
Chrimson,gamma2,4,43.0,4.2875,0.08201242520326057
Chrimson,gamma2,5,0.0,0.025000000000000005,-0.05831899561232353
Chrimson,gamma2,5,1.0,0.09999999999999999,-0.11736289467802341
Chrimson,gamma2,5,2.0,0.2,-0.05487175655355525
Chrimson,gamma2,5,3.0,0.3,0.11110948321204688
Chrimson,gamma2,5,4.0,0.4,0.10658131917451855
Chrimson,gamma2,5,5.0,0.5,-0.006711339472791715
Chrimson,gamma2,5,6.0,0.6,-0.07171660491231553
Chrimson,gamma2,5,7.0,0.7000000000000001,0.03828704646528591
Chrimson,gamma2,5,8.0,0.8,0.1275382405699471
Chrimson,gamma2,5,9.0,0.9,0.02782291127933841
Chrimson,gamma2,5,10.0,1.0,-0.009957370207200422
Chrimson,gamma2,5,11.0,1.0999999999999999,-0.03436283298064883
Chrimson,gamma2,5,12.0,1.2,-0.08053851552209886
Chrimson,gamma2,5,13.0,1.3,-0.14241300548097333
Chrimson,gamma2,5,14.0,1.4,-0.1003565587320749
Chrimson,gamma2,5,15.0,1.5,-0.17224588373512317
Chrimson,gamma2,5,16.0,1.6,0.013148377953232848
Chrimson,gamma2,5,17.0,1.7,0.2148652579804904
Chrimson,gamma2,5,18.0,1.8,0.15720377080027698
Chrimson,gamma2,5,19.0,1.9000000000000001,0.030863826731632977
Chrimson,gamma2,5,20.0,2.0,-0.05487761699018712
Chrimson,gamma2,5,21.0,2.1,
Chrimson,gamma2,5,22.0,2.2,0.13895958040576048
Chrimson,gamma2,5,23.0,2.3000000000000003,0.11979269682154348
Chrimson,gamma2,5,24.0,2.4,0.21217075944909952
Chrimson,gamma2,5,25.0,2.5,0.1443121125294998
Chrimson,gamma2,5,26.0,2.6,0.10551276622864796
Chrimson,gamma2,5,27.0,2.6999999999999997,0.2123062006512574
Chrimson,gamma2,5,28.0,2.8,0.20254206206300082
Chrimson,gamma2,5,29.0,2.9,0.1742654553144151
Chrimson,gamma2,5,30.0,3.0,0.1666879107494572
Chrimson,gamma2,5,31.0,3.1,0.20276671213388772
Chrimson,gamma2,5,32.0,3.2,0.15755735047706412
Chrimson,gamma2,5,33.0,3.3000000000000003,0.1826296007072897
Chrimson,gamma2,5,34.0,3.4,0.3248513280481964
Chrimson,gamma2,5,35.0,3.5,0.41481033266605766
Chrimson,gamma2,5,36.0,3.6,0.6927500050057899
Chrimson,gamma2,5,37.0,3.6999999999999997,0.9625951120377115
Chrimson,gamma2,5,38.0,3.8,0.6198696150523363
Chrimson,gamma2,5,39.0,3.9,0.6538835892634849
Chrimson,gamma2,5,40.0,4.0,0.7423351593477141
Chrimson,gamma2,5,41.0,4.1000000000000005,0.5725635194005688
Chrimson,gamma2,5,42.0,4.2,0.4790511367049405
Chrimson,gamma2,5,43.0,4.2875,0.5059759360704503
Chrimson,gamma2,6,0.0,0.025000000000000005,0.007165065439989515
Chrimson,gamma2,6,1.0,0.09999999999999999,0.031174265717796024
Chrimson,gamma2,6,2.0,0.2,-0.08882399575353428
Chrimson,gamma2,6,3.0,0.3,-0.04773981824418738
Chrimson,gamma2,6,4.0,0.4,-0.027387495662380835
Chrimson,gamma2,6,5.0,0.5,0.0541292094796757
Chrimson,gamma2,6,6.0,0.6,0.010453550104386334
Chrimson,gamma2,6,7.0,0.7000000000000001,0.020305477787561126
Chrimson,gamma2,6,8.0,0.8,0.0479079025377646
Chrimson,gamma2,6,9.0,0.9,0.056814579850432846
Chrimson,gamma2,6,10.0,1.0,0.08200136476489736
Chrimson,gamma2,6,11.0,1.0999999999999999,-0.02545323333014064
Chrimson,gamma2,6,12.0,1.2,-0.010993607923394122
Chrimson,gamma2,6,13.0,1.3,0.011409939789023457
Chrimson,gamma2,6,14.0,1.4,0.04426534681707528
Chrimson,gamma2,6,15.0,1.5,-0.0038509205698275353
Chrimson,gamma2,6,16.0,1.6,-0.06790675081224991
Chrimson,gamma2,6,17.0,1.7,-0.03159974773431817
Chrimson,gamma2,6,18.0,1.8,0.013785796360010339
Chrimson,gamma2,6,19.0,1.9000000000000001,-0.034627254181942124
Chrimson,gamma2,6,20.0,2.0,-0.06484662208752928
Chrimson,gamma2,6,21.0,2.1,
Chrimson,gamma2,6,22.0,2.2,-0.05437964513128916
Chrimson,gamma2,6,23.0,2.3000000000000003,-0.048766226474787976
Chrimson,gamma2,6,24.0,2.4,-0.0262966385428822
Chrimson,gamma2,6,25.0,2.5,-0.021860804523038884
Chrimson,gamma2,6,26.0,2.6,0.044358439656594896
Chrimson,gamma2,6,27.0,2.6999999999999997,0.10032553650964908
Chrimson,gamma2,6,28.0,2.8,0.1520238890548183
Chrimson,gamma2,6,29.0,2.9,0.18799989537001371
Chrimson,gamma2,6,30.0,3.0,0.2137277326851049
Chrimson,gamma2,6,31.0,3.1,0.21905073350891682
Chrimson,gamma2,6,32.0,3.2,0.18286148889465084
Chrimson,gamma2,6,33.0,3.3000000000000003,0.30055868633272803
Chrimson,gamma2,6,34.0,3.4,0.27590420150064465
Chrimson,gamma2,6,35.0,3.5,0.22814518783121432
Chrimson,gamma2,6,36.0,3.6,0.347213316572644
Chrimson,gamma2,6,37.0,3.6999999999999997,0.34923748908322355
Chrimson,gamma2,6,38.0,3.8,0.3686437656292286
Chrimson,gamma2,6,39.0,3.9,0.30739345121711437
Chrimson,gamma2,6,40.0,4.0,0.4014172191318914
Chrimson,gamma2,6,41.0,4.1000000000000005,0.4379143862153376
Chrimson,gamma2,6,42.0,4.2,0.38686847921210044
Chrimson,gamma2,6,43.0,4.2875,
Chrimson,gamma2,7,0.0,0.025000000000000005,-0.005059025173290932
Chrimson,gamma2,7,1.0,0.09999999999999999,0.001022420576055394
Chrimson,gamma2,7,2.0,0.2,-0.007671527903483533
Chrimson,gamma2,7,3.0,0.3,-0.013993558319837026
Chrimson,gamma2,7,4.0,0.4,-0.002227528707745785
Chrimson,gamma2,7,5.0,0.5,-0.07019166899765157
Chrimson,gamma2,7,6.0,0.6,0.018253012175936355
Chrimson,gamma2,7,7.0,0.7000000000000001,0.047550878291468944
Chrimson,gamma2,7,8.0,0.8,0.0059616032269193655
Chrimson,gamma2,7,9.0,0.9,0.01729272978711312
Chrimson,gamma2,7,10.0,1.0,-0.03976490559847037
Chrimson,gamma2,7,11.0,1.0999999999999999,0.0035053777163210897
Chrimson,gamma2,7,12.0,1.2,0.0012609489638573557
Chrimson,gamma2,7,13.0,1.3,-0.025930259105958992
Chrimson,gamma2,7,14.0,1.4,-0.016600920352016636
Chrimson,gamma2,7,15.0,1.5,0.029142038707014522
Chrimson,gamma2,7,16.0,1.6,0.048600608825717775
Chrimson,gamma2,7,17.0,1.7,0.001192063610483518
Chrimson,gamma2,7,18.0,1.8,-0.009145880093604019
Chrimson,gamma2,7,19.0,1.9000000000000001,0.00919613041668151
Chrimson,gamma2,7,20.0,2.0,0.012745782394638971
Chrimson,gamma2,7,21.0,2.1,
Chrimson,gamma2,7,22.0,2.2,0.20415710255866082
Chrimson,gamma2,7,23.0,2.3000000000000003,0.22950588446062792
Chrimson,gamma2,7,24.0,2.4,0.26117566863934577
Chrimson,gamma2,7,25.0,2.5,0.32928683289242255
Chrimson,gamma2,7,26.0,2.6,0.23286687282150917
Chrimson,gamma2,7,27.0,2.6999999999999997,0.2541812349228955
Chrimson,gamma2,7,28.0,2.8,0.2516324768480638
Chrimson,gamma2,7,29.0,2.9,0.24121125383616607
Chrimson,gamma2,7,30.0,3.0,0.19301309740613917
Chrimson,gamma2,7,31.0,3.1,0.14557884870083995
Chrimson,gamma2,7,32.0,3.2,0.14498869656895078
Chrimson,gamma2,7,33.0,3.3000000000000003,0.05008010171385132
Chrimson,gamma2,7,34.0,3.4,0.04540206652204633
Chrimson,gamma2,7,35.0,3.5,0.05503059390034378
Chrimson,gamma2,7,36.0,3.6,0.051046552940290014
Chrimson,gamma2,7,37.0,3.6999999999999997,0.021600634721984074
Chrimson,gamma2,7,38.0,3.8,0.04919898607442783
Chrimson,gamma2,7,39.0,3.9,0.05693265216514354
Chrimson,gamma2,7,40.0,4.0,0.0946417283695015
Chrimson,gamma2,7,41.0,4.1000000000000005,0.10915186258091736
Chrimson,gamma2,7,42.0,4.2,0.11572681533950915
Chrimson,gamma2,7,43.0,4.2875,0.04621943750610891
