Genotype,Compartment,Trial,Time_ds,Time,dff0
+,gamma1,0,0.0,0.025000000000000005,0.016618216543224706
+,gamma1,0,1.0,0.09999999999999999,0.02658384608501026
+,gamma1,0,2.0,0.2,0.032407161144116146
+,gamma1,0,3.0,0.3,0.04662398609832474
+,gamma1,0,4.0,0.4,0.012991876688717619
+,gamma1,0,5.0,0.5,0.005385333958037568
+,gamma1,0,6.0,0.6,0.00383136113297855
+,gamma1,0,7.0,0.7000000000000001,-0.003573146983622174
+,gamma1,0,8.0,0.8,-0.037449028697043564
+,gamma1,0,9.0,0.9,0.0039275392875851205
+,gamma1,0,10.0,1.0,-0.0308163653935122
+,gamma1,0,11.0,1.0999999999999999,-0.007217633659753179
+,gamma1,0,12.0,1.2,-0.03505183356052788
+,gamma1,0,13.0,1.3,-0.0021939885402067296
+,gamma1,0,14.0,1.4,0.0008734292082847039
+,gamma1,0,15.0,1.5,-0.03747745871758771
+,gamma1,0,16.0,1.6,-0.00047669432053267793
+,gamma1,0,17.0,1.7,-0.05916593502840536
+,gamma1,0,18.0,1.8,0.03835205990810207
+,gamma1,0,19.0,1.9000000000000001,0.0011813202818366324
+,gamma1,0,20.0,2.0,0.052306965736872546
+,gamma1,0,21.0,2.1,
+,gamma1,0,22.0,2.2,-0.034949001571325855
+,gamma1,0,23.0,2.3000000000000003,-0.07664434872248087
+,gamma1,0,24.0,2.4,-0.011998111369539589
+,gamma1,0,25.0,2.5,-0.020044412077571905
+,gamma1,0,26.0,2.6,-0.03632029639203769
+,gamma1,0,27.0,2.6999999999999997,-0.03794927607980877
+,gamma1,0,28.0,2.8,0.01331307543146043
+,gamma1,0,29.0,2.9,-0.019678451174823437
+,gamma1,0,30.0,3.0,0.02765450856081968
+,gamma1,0,31.0,3.1,0.03031301792871947
+,gamma1,0,32.0,3.2,0.032735618615508555
+,gamma1,0,33.0,3.3000000000000003,0.03643454575651125
+,gamma1,0,34.0,3.4,0.06069079732710918
+,gamma1,0,35.0,3.5,0.07030256384722884
+,gamma1,0,36.0,3.6,0.06104466034877502
+,gamma1,0,37.0,3.6999999999999997,-0.01072904364397568
+,gamma1,0,38.0,3.8,0.01924527142030965
+,gamma1,0,39.0,3.9,-0.026692197732456457
+,gamma1,0,40.0,4.0,-0.03476148441454563
+,gamma1,0,41.0,4.1000000000000005,-0.053280315881724105
+,gamma1,0,42.0,4.2,-0.06072414211184325
+,gamma1,0,43.0,4.3,-0.020334761223554043
+,gamma1,0,44.0,4.3625,
+,gamma1,1,0.0,0.025000000000000005,0.021185272270155504
+,gamma1,1,1.0,0.09999999999999999,0.012760900833891068
+,gamma1,1,2.0,0.2,-0.003863449562897259
+,gamma1,1,3.0,0.3,0.0199860811235113
+,gamma1,1,4.0,0.4,-0.02520304529121311
+,gamma1,1,5.0,0.5,0.023517152013272202
+,gamma1,1,6.0,0.6,0.035276090029758025
+,gamma1,1,7.0,0.7000000000000001,0.03885135293672989
+,gamma1,1,8.0,0.8,0.03936277899998573
+,gamma1,1,9.0,0.9,-0.06845158438705679
+,gamma1,1,10.0,1.0,0.004407751483616962
+,gamma1,1,11.0,1.0999999999999999,-0.034625384028763584
+,gamma1,1,12.0,1.2,-0.02274073474001772
+,gamma1,1,13.0,1.3,-0.03309582537481489
+,gamma1,1,14.0,1.4,0.008181663943682315
+,gamma1,1,15.0,1.5,0.010695031291461063
+,gamma1,1,16.0,1.6,0.012393206088748322
+,gamma1,1,17.0,1.7,0.029897106342645936
+,gamma1,1,18.0,1.8,-0.01741452404433217
+,gamma1,1,19.0,1.9000000000000001,-0.053374812690070196
+,gamma1,1,20.0,2.0,-0.0270172777647677
+,gamma1,1,21.0,2.1,
+,gamma1,1,22.0,2.2,-0.05980196237763025
+,gamma1,1,23.0,2.3000000000000003,-0.028000871934242427
+,gamma1,1,24.0,2.4,-0.021073880498617782
+,gamma1,1,25.0,2.5,-0.0015242759916971327
+,gamma1,1,26.0,2.6,-0.037699947090249174
+,gamma1,1,27.0,2.6999999999999997,-0.08415476720178956
+,gamma1,1,28.0,2.8,-0.02000941064716011
+,gamma1,1,29.0,2.9,-0.01704296786079233
+,gamma1,1,30.0,3.0,-0.06710093904550544
+,gamma1,1,31.0,3.1,-0.024712213566075003
+,gamma1,1,32.0,3.2,-0.042735262760022596
+,gamma1,1,33.0,3.3000000000000003,-0.05198898535423446
+,gamma1,1,34.0,3.4,-0.05836765253747578
+,gamma1,1,35.0,3.5,-0.08613482700206261
+,gamma1,1,36.0,3.6,-0.020730212481278976
+,gamma1,1,37.0,3.6999999999999997,-0.05883660277836381
+,gamma1,1,38.0,3.8,-0.07916278545180555
+,gamma1,1,39.0,3.9,0.031070554566642983
+,gamma1,1,40.0,4.0,-0.09103799566891409
+,gamma1,1,41.0,4.1000000000000005,0.006709168768267919
+,gamma1,1,42.0,4.2,-0.03178551061207731
+,gamma1,1,43.0,4.3,0.027402188089430884
+,gamma1,1,44.0,4.3625,-0.07650161082316131
+,gamma1,2,0.0,0.025000000000000005,0.011440507178610523
+,gamma1,2,1.0,0.09999999999999999,0.008843460425812558
+,gamma1,2,2.0,0.2,0.03819803077143025
+,gamma1,2,3.0,0.3,0.0033753665747376558
+,gamma1,2,4.0,0.4,0.015869385226616295
+,gamma1,2,5.0,0.5,0.018846458545534756
+,gamma1,2,6.0,0.6,-0.02083593931487997
+,gamma1,2,7.0,0.7000000000000001,0.02704859932214713
+,gamma1,2,8.0,0.8,-0.0589398569241673
+,gamma1,2,9.0,0.9,0.08367136636824461
+,gamma1,2,10.0,1.0,-0.017061882382373363
+,gamma1,2,11.0,1.0999999999999999,0.020222416802177845
+,gamma1,2,12.0,1.2,-0.022800402661377128
+,gamma1,2,13.0,1.3,0.022422361605006807
+,gamma1,2,14.0,1.4,-0.03423574751463809
+,gamma1,2,15.0,1.5,0.02076644647363553
+,gamma1,2,16.0,1.6,-0.019373015731193655
+,gamma1,2,17.0,1.7,-0.06438611016799389
+,gamma1,2,18.0,1.8,0.0007147835099444722
+,gamma1,2,19.0,1.9000000000000001,0.003023931349015019
+,gamma1,2,20.0,2.0,0.06324940583620742
+,gamma1,2,21.0,2.1,
+,gamma1,2,22.0,2.2,0.04957619294389559
+,gamma1,2,23.0,2.3000000000000003,-0.03743281531383943
+,gamma1,2,24.0,2.4,-0.01548816735464571
+,gamma1,2,25.0,2.5,-0.03041999487738467
+,gamma1,2,26.0,2.6,-0.05052089848287187
+,gamma1,2,27.0,2.6999999999999997,-0.042416444785952044
+,gamma1,2,28.0,2.8,-0.031666100796387875
+,gamma1,2,29.0,2.9,0.016447962767721314
+,gamma1,2,30.0,3.0,0.04694698093315004
+,gamma1,2,31.0,3.1,-0.004757281360630102
+,gamma1,2,32.0,3.2,0.03138048521887274
+,gamma1,2,33.0,3.3000000000000003,0.02767999142259799
+,gamma1,2,34.0,3.4,0.052289987669984585
+,gamma1,2,35.0,3.5,0.08077847866271963
+,gamma1,2,36.0,3.6,0.03658738526235539
+,gamma1,2,37.0,3.6999999999999997,-0.009570156994255785
+,gamma1,2,38.0,3.8,-0.03729263832550036
+,gamma1,2,39.0,3.9,-0.037180655575609046
+,gamma1,2,40.0,4.0,0.025795345568044505
+,gamma1,2,41.0,4.1000000000000005,0.04613729005716297
+,gamma1,2,42.0,4.2,-0.0019358720060993484
+,gamma1,2,43.0,4.3,0.012796610337755254
+,gamma1,2,44.0,4.3625,0.04409618603432164
+,gamma1,3,0.0,0.025000000000000005,0.025991923591178967
+,gamma1,3,1.0,0.09999999999999999,0.0058871441004451075
+,gamma1,3,2.0,0.2,-0.006878051325739198
+,gamma1,3,3.0,0.3,-0.008052822650616872
+,gamma1,3,4.0,0.4,0.014070788974678816
+,gamma1,3,5.0,0.5,0.025698086722278763
+,gamma1,3,6.0,0.6,-0.026725867593866193
+,gamma1,3,7.0,0.7000000000000001,-0.02972185135520215
+,gamma1,3,8.0,0.8,-0.051053831886637015
+,gamma1,3,9.0,0.9,0.016635235844237577
+,gamma1,3,10.0,1.0,-0.013548148249774905
+,gamma1,3,11.0,1.0999999999999999,0.01917606053413982
+,gamma1,3,12.0,1.2,-0.0957170359594753
+,gamma1,3,13.0,1.3,0.0892014194481332
+,gamma1,3,14.0,1.4,0.09119778170448485
+,gamma1,3,15.0,1.5,0.054445127063019995
+,gamma1,3,16.0,1.6,0.00334055790330956
+,gamma1,3,17.0,1.7,0.013515379677384956
+,gamma1,3,18.0,1.8,-0.058491361574153425
+,gamma1,3,19.0,1.9000000000000001,-0.021151609345611406
+,gamma1,3,20.0,2.0,0.013547067967168314
+,gamma1,3,21.0,2.1,
+,gamma1,3,22.0,2.2,-0.04564377659453237
+,gamma1,3,23.0,2.3000000000000003,-0.007459387405583051
+,gamma1,3,24.0,2.4,-0.0025845761354555295
+,gamma1,3,25.0,2.5,-0.044088169641531096
+,gamma1,3,26.0,2.6,-0.03009116396885907
+,gamma1,3,27.0,2.6999999999999997,-0.01696875509420781
+,gamma1,3,28.0,2.8,-0.0014351554424045566
+,gamma1,3,29.0,2.9,-0.054153522778173015
+,gamma1,3,30.0,3.0,-0.07136660178849444
+,gamma1,3,31.0,3.1,0.030655863696566293
+,gamma1,3,32.0,3.2,-0.040363355215177886
+,gamma1,3,33.0,3.3000000000000003,0.033666251225985544
+,gamma1,3,34.0,3.4,0.02449681246412765
+,gamma1,3,35.0,3.5,0.04812475362804788
+,gamma1,3,36.0,3.6,-0.06816032301314168
+,gamma1,3,37.0,3.6999999999999997,-0.03767273133720891
+,gamma1,3,38.0,3.8,-0.040002108711647576
+,gamma1,3,39.0,3.9,-0.07074378285657053
+,gamma1,3,40.0,4.0,-0.04196908728110926
+,gamma1,3,41.0,4.1000000000000005,-0.09080535104305439
+,gamma1,3,42.0,4.2,-0.056435799830979155
+,gamma1,3,43.0,4.3,
+,gamma1,3,44.0,4.3625,
+,gamma1,4,0.0,0.025000000000000005,-0.02463306568743166
+,gamma1,4,1.0,0.09999999999999999,0.003467437673541333
+,gamma1,4,2.0,0.2,-0.01077662951469085
+,gamma1,4,3.0,0.3,-0.0262802229770549
+,gamma1,4,4.0,0.4,0.0022046170848301293
+,gamma1,4,5.0,0.5,0.02604996411427633
+,gamma1,4,6.0,0.6,0.00768306223011721
+,gamma1,4,7.0,0.7000000000000001,-0.004556963589073352
+,gamma1,4,8.0,0.8,0.003479516826998541
+,gamma1,4,9.0,0.9,-0.029615716488542037
+,gamma1,4,10.0,1.0,-0.006182707833931556
+,gamma1,4,11.0,1.0999999999999999,-0.01750087462336288
+,gamma1,4,12.0,1.2,0.017345286891047217
+,gamma1,4,13.0,1.3,0.007837895015341786
+,gamma1,4,14.0,1.4,0.0186663070373251
+,gamma1,4,15.0,1.5,-0.04361655345033988
+,gamma1,4,16.0,1.6,0.022767728688486977
+,gamma1,4,17.0,1.7,-0.010291816219111682
+,gamma1,4,18.0,1.8,0.005093730970829347
+,gamma1,4,19.0,1.9000000000000001,0.02234111495047464
+,gamma1,4,20.0,2.0,-0.00550407903060679
+,gamma1,4,21.0,2.1,
+,gamma1,4,22.0,2.2,0.052862939527193786
+,gamma1,4,23.0,2.3000000000000003,-0.019850819023225424
+,gamma1,4,24.0,2.4,-0.01086722316562012
+,gamma1,4,25.0,2.5,-0.00767009086646131
+,gamma1,4,26.0,2.6,0.023159752123417345
+,gamma1,4,27.0,2.6999999999999997,-0.023691440770197025
+,gamma1,4,28.0,2.8,-0.017913762050628446
+,gamma1,4,29.0,2.9,0.030176093124782682
+,gamma1,4,30.0,3.0,-0.03399001719735155
+,gamma1,4,31.0,3.1,0.028515209524412517
+,gamma1,4,32.0,3.2,0.027277645347475545
+,gamma1,4,33.0,3.3000000000000003,0.029920783744891006
+,gamma1,4,34.0,3.4,-0.012119062705733841
+,gamma1,4,35.0,3.5,0.03321784358628695
+,gamma1,4,36.0,3.6,0.02583802987634476
+,gamma1,4,37.0,3.6999999999999997,0.01835773957173566
+,gamma1,4,38.0,3.8,0.017328815318151048
+,gamma1,4,39.0,3.9,0.01135457582868741
+,gamma1,4,40.0,4.0,0.02666984430760455
+,gamma1,4,41.0,4.1000000000000005,-0.03502113766065568
+,gamma1,4,42.0,4.2,
+,gamma1,4,43.0,4.3,
+,gamma1,4,44.0,4.3625,
+,gamma1,5,0.0,0.025000000000000005,0.021852092502638715
+,gamma1,5,1.0,0.09999999999999999,-0.0033165362287348086
+,gamma1,5,2.0,0.2,0.007408240275355605
+,gamma1,5,3.0,0.3,-0.07970173877601335
+,gamma1,5,4.0,0.4,-0.011273628473705144
+,gamma1,5,5.0,0.5,0.006514508900014741
+,gamma1,5,6.0,0.6,0.0020804480765494347
+,gamma1,5,7.0,0.7000000000000001,-0.06334068859840229
+,gamma1,5,8.0,0.8,-0.03744842575344629
+,gamma1,5,9.0,0.9,-0.10280901933522975
+,gamma1,5,10.0,1.0,0.017481457776778186
+,gamma1,5,11.0,1.0999999999999999,0.06538545949504886
+,gamma1,5,12.0,1.2,0.06825116590501283
+,gamma1,5,13.0,1.3,0.007855105963026113
+,gamma1,5,14.0,1.4,-0.032287847811961944
+,gamma1,5,15.0,1.5,-0.03755221391316329
+,gamma1,5,16.0,1.6,0.03471317529423741
+,gamma1,5,17.0,1.7,0.002905948346891026
+,gamma1,5,18.0,1.8,0.02937673408212149
+,gamma1,5,19.0,1.9000000000000001,0.038905063745029854
+,gamma1,5,20.0,2.0,0.019199728420982
+,gamma1,5,21.0,2.1,
+,gamma1,5,22.0,2.2,-0.029984327267131794
+,gamma1,5,23.0,2.3000000000000003,-0.0006978071988381629
+,gamma1,5,24.0,2.4,-0.014416103309581124
+,gamma1,5,25.0,2.5,0.05932154016343497
+,gamma1,5,26.0,2.6,-0.026190293428587964
+,gamma1,5,27.0,2.6999999999999997,0.0001767041469254623
+,gamma1,5,28.0,2.8,0.023005294277272093
+,gamma1,5,29.0,2.9,0.006985399624656756
+,gamma1,5,30.0,3.0,0.049915257688342
+,gamma1,5,31.0,3.1,0.13660287658975157
+,gamma1,5,32.0,3.2,-0.014946576125912502
+,gamma1,5,33.0,3.3000000000000003,-0.011571538932152051
+,gamma1,5,34.0,3.4,0.004937505473203552
+,gamma1,5,35.0,3.5,0.061339643269043474
+,gamma1,5,36.0,3.6,-0.011293809504761176
+,gamma1,5,37.0,3.6999999999999997,-0.015098414359572524
+,gamma1,5,38.0,3.8,-0.06034524698879209
+,gamma1,5,39.0,3.9,0.01132432130171479
+,gamma1,5,40.0,4.0,-0.03386485123877303
+,gamma1,5,41.0,4.1000000000000005,-0.030536903117476883
+,gamma1,5,42.0,4.2,0.0025157817464735556
+,gamma1,5,43.0,4.3,
+,gamma1,5,44.0,4.3625,
+,gamma2,0,0.0,0.025000000000000005,-0.0123613111536696
+,gamma2,0,1.0,0.09999999999999999,0.036146241755048734
+,gamma2,0,2.0,0.2,0.03476455395431573
+,gamma2,0,3.0,0.3,-0.029245398597253502
+,gamma2,0,4.0,0.4,0.0015009357068186402
+,gamma2,0,5.0,0.5,-0.04468730643589321
+,gamma2,0,6.0,0.6,-0.000826898904326745
+,gamma2,0,7.0,0.7000000000000001,-0.04185244052035945
+,gamma2,0,8.0,0.8,0.017146590940551442
+,gamma2,0,9.0,0.9,-0.0162767806626124
+,gamma2,0,10.0,1.0,-0.009121975038160101
+,gamma2,0,11.0,1.0999999999999999,0.015320563341612728
+,gamma2,0,12.0,1.2,0.006229195094162798
+,gamma2,0,13.0,1.3,0.027546781860934438
+,gamma2,0,14.0,1.4,-0.007133994381583064
+,gamma2,0,15.0,1.5,-0.053389877359912886
+,gamma2,0,16.0,1.6,-0.015706232963802313
+,gamma2,0,17.0,1.7,0.05660759452948557
+,gamma2,0,18.0,1.8,0.009821583376068532
+,gamma2,0,19.0,1.9000000000000001,0.016251312238225808
+,gamma2,0,20.0,2.0,-0.022773462953521673
+,gamma2,0,21.0,2.1,
+,gamma2,0,22.0,2.2,-0.026359664573633035
+,gamma2,0,23.0,2.3000000000000003,-0.028375141504851542
+,gamma2,0,24.0,2.4,0.008580951464246289
+,gamma2,0,25.0,2.5,-0.0007028907056938113
+,gamma2,0,26.0,2.6,0.0014365944241576001
+,gamma2,0,27.0,2.6999999999999997,-0.013454288070667397
+,gamma2,0,28.0,2.8,0.003659668228919055
+,gamma2,0,29.0,2.9,-0.03276629656509152
+,gamma2,0,30.0,3.0,-0.014689145764815014
+,gamma2,0,31.0,3.1,-0.0005489115677015747
+,gamma2,0,32.0,3.2,0.023795190148854718
+,gamma2,0,33.0,3.3000000000000003,0.006868208516830232
+,gamma2,0,34.0,3.4,-0.03065980696480979
+,gamma2,0,35.0,3.5,-0.0010479689524440043
+,gamma2,0,36.0,3.6,0.011997638551193091
+,gamma2,0,37.0,3.6999999999999997,0.00806567127746538
+,gamma2,0,38.0,3.8,0.04188416434722704
+,gamma2,0,39.0,3.9,0.023536450204478587
+,gamma2,0,40.0,4.0,-0.018019219586641277
+,gamma2,0,41.0,4.1000000000000005,0.042673857354929456
+,gamma2,0,42.0,4.2,0.0007141985486399938
+,gamma2,0,43.0,4.275,
+,gamma2,1,0.0,0.025000000000000005,0.0015681296926259487
+,gamma2,1,1.0,0.09999999999999999,-0.011898881437106823
+,gamma2,1,2.0,0.2,0.014587971070880034
+,gamma2,1,3.0,0.3,0.018046418774262496
+,gamma2,1,4.0,0.4,-0.02054550313348589
+,gamma2,1,5.0,0.5,-0.048581874196034325
+,gamma2,1,6.0,0.6,0.01604705079929982
+,gamma2,1,7.0,0.7000000000000001,0.006123566861245748
+,gamma2,1,8.0,0.8,-0.013090329231870168
+,gamma2,1,9.0,0.9,-0.018443972780844642
+,gamma2,1,10.0,1.0,-0.018616141509129224
+,gamma2,1,11.0,1.0999999999999999,0.0031893293908700584
+,gamma2,1,12.0,1.2,-0.002411513616225136
+,gamma2,1,13.0,1.3,0.07015258097650645
+,gamma2,1,14.0,1.4,-0.00043190819956751003
+,gamma2,1,15.0,1.5,0.016165626149130086
+,gamma2,1,16.0,1.6,0.003399683401303366
+,gamma2,1,17.0,1.7,0.007280848877244524
+,gamma2,1,18.0,1.8,-0.02040180588750522
+,gamma2,1,19.0,1.9000000000000001,0.021359159479972096
+,gamma2,1,20.0,2.0,0.006214843083925892
+,gamma2,1,21.0,2.1,
+,gamma2,1,22.0,2.2,-0.009117050136710603
+,gamma2,1,23.0,2.3000000000000003,-0.024335894824669985
+,gamma2,1,24.0,2.4,-0.0008388829172052414
+,gamma2,1,25.0,2.5,0.0213926553415061
+,gamma2,1,26.0,2.6,-0.04735961020865968
+,gamma2,1,27.0,2.6999999999999997,0.024169462262672286
+,gamma2,1,28.0,2.8,-0.0036655986720570246
+,gamma2,1,29.0,2.9,0.022062572572185617
+,gamma2,1,30.0,3.0,0.030660960227955635
+,gamma2,1,31.0,3.1,-0.02798191935264264
+,gamma2,1,32.0,3.2,0.008771749674121443
+,gamma2,1,33.0,3.3000000000000003,0.034042367449809964
+,gamma2,1,34.0,3.4,-0.02499609825550453
+,gamma2,1,35.0,3.5,-0.02015393651215384
+,gamma2,1,36.0,3.6,0.02093577179018282
+,gamma2,1,37.0,3.6999999999999997,0.008307497033260688
+,gamma2,1,38.0,3.8,-0.0025773181308182736
+,gamma2,1,39.0,3.9,0.01939295240792808
+,gamma2,1,40.0,4.0,0.057414774752368336
+,gamma2,1,41.0,4.1000000000000005,-0.014441217327535191
+,gamma2,1,42.0,4.2,0.04415644283999229
+,gamma2,1,43.0,4.275,
+,gamma2,2,0.0,0.025000000000000005,-0.016552958362346642
+,gamma2,2,1.0,0.09999999999999999,0.027635019361974544
+,gamma2,2,2.0,0.2,0.015020897931779409
+,gamma2,2,3.0,0.3,-0.023861569491429663
+,gamma2,2,4.0,0.4,0.008791762924567648
+,gamma2,2,5.0,0.5,0.018316745240046117
+,gamma2,2,6.0,0.6,0.018654696731087793
+,gamma2,2,7.0,0.7000000000000001,0.01031363832840145
+,gamma2,2,8.0,0.8,-0.040009416706595545
+,gamma2,2,9.0,0.9,-0.0025482048258097523
+,gamma2,2,10.0,1.0,0.01651543098196908
+,gamma2,2,11.0,1.0999999999999999,0.003322198501590693
+,gamma2,2,12.0,1.2,-0.01738963438385781
+,gamma2,2,13.0,1.3,-0.03474656047716832
+,gamma2,2,14.0,1.4,0.01787215856979212
+,gamma2,2,15.0,1.5,0.0056490327967084015
+,gamma2,2,16.0,1.6,0.013779008229261836
+,gamma2,2,17.0,1.7,-0.008908036283440465
+,gamma2,2,18.0,1.8,0.00195890874889304
+,gamma2,2,19.0,1.9000000000000001,-0.03795381855962787
+,gamma2,2,20.0,2.0,0.001017238089388306
+,gamma2,2,21.0,2.1,
+,gamma2,2,22.0,2.2,0.004068644756076045
+,gamma2,2,23.0,2.3000000000000003,0.006048231159913042
+,gamma2,2,24.0,2.4,-0.04705061961703869
+,gamma2,2,25.0,2.5,-0.026158327197538817
+,gamma2,2,26.0,2.6,-0.0402407330184251
+,gamma2,2,27.0,2.6999999999999997,-0.011926632125755362
+,gamma2,2,28.0,2.8,0.01529158723285653
+,gamma2,2,29.0,2.9,0.02203257110028693
+,gamma2,2,30.0,3.0,0.01215815350523628
+,gamma2,2,31.0,3.1,-0.008331112621548842
+,gamma2,2,32.0,3.2,-0.040293230337421895
+,gamma2,2,33.0,3.3000000000000003,0.006029091512362195
+,gamma2,2,34.0,3.4,-0.005356264545064571
+,gamma2,2,35.0,3.5,-0.024353731857024424
+,gamma2,2,36.0,3.6,-0.018237794193899527
+,gamma2,2,37.0,3.6999999999999997,0.016760965317693444
+,gamma2,2,38.0,3.8,-0.013119305591713482
+,gamma2,2,39.0,3.9,0.015965302826648542
+,gamma2,2,40.0,4.0,-0.01761438853081272
+,gamma2,2,41.0,4.1000000000000005,-0.012935564975224781
+,gamma2,2,42.0,4.2,-0.008105811627520975
+,gamma2,2,43.0,4.275,0.06218481742673054
+,gamma2,3,0.0,0.025000000000000005,0.014426489199928763
+,gamma2,3,1.0,0.09999999999999999,-0.04687919249001934
+,gamma2,3,2.0,0.2,0.05462175906332654
+,gamma2,3,3.0,0.3,-0.003119827123437835
+,gamma2,3,4.0,0.4,0.007488938550239044
+,gamma2,3,5.0,0.5,0.021686555210309117
+,gamma2,3,6.0,0.6,0.025143531192689594
+,gamma2,3,7.0,0.7000000000000001,0.00655910409212183
+,gamma2,3,8.0,0.8,-0.018272496444146726
+,gamma2,3,9.0,0.9,-0.007799076169324959
+,gamma2,3,10.0,1.0,-0.021443049172198147
+,gamma2,3,11.0,1.0999999999999999,0.00166353376772251
+,gamma2,3,12.0,1.2,-0.0004554893230700241
+,gamma2,3,13.0,1.3,0.002602853971742425
+,gamma2,3,14.0,1.4,-0.02418049662391315
+,gamma2,3,15.0,1.5,0.0007276839585450556
+,gamma2,3,16.0,1.6,-0.011147775832621543
+,gamma2,3,17.0,1.7,-0.014516603786004278
+,gamma2,3,18.0,1.8,0.018279784273315735
+,gamma2,3,19.0,1.9000000000000001,-0.026964910085829314
+,gamma2,3,20.0,2.0,0.0023333199723131193
+,gamma2,3,21.0,2.1,
+,gamma2,3,22.0,2.2,-0.10191387069968194
+,gamma2,3,23.0,2.3000000000000003,0.0029498934559862486
+,gamma2,3,24.0,2.4,-0.014073318684796799
+,gamma2,3,25.0,2.5,-0.00527147192574932
+,gamma2,3,26.0,2.6,-0.0019116669989569512
+,gamma2,3,27.0,2.6999999999999997,-0.041155354596558245
+,gamma2,3,28.0,2.8,0.013660688738030724
+,gamma2,3,29.0,2.9,-0.012513029163636613
+,gamma2,3,30.0,3.0,-0.02418396701875567
+,gamma2,3,31.0,3.1,-0.09023714885315892
+,gamma2,3,32.0,3.2,-0.05337415211747012
+,gamma2,3,33.0,3.3000000000000003,0.050112559364718666
+,gamma2,3,34.0,3.4,0.011040540631990114
+,gamma2,3,35.0,3.5,0.008949049340280698
+,gamma2,3,36.0,3.6,-0.038110661521459345
+,gamma2,3,37.0,3.6999999999999997,0.047620815867848165
+,gamma2,3,38.0,3.8,-0.05219282971310426
+,gamma2,3,39.0,3.9,-0.06004818411879068
+,gamma2,3,40.0,4.0,-0.004203515752903097
+,gamma2,3,41.0,4.1000000000000005,-0.05880809636175954
+,gamma2,3,42.0,4.2,0.014900487295491732
+,gamma2,3,43.0,4.275,
+,gamma2,4,0.0,0.025000000000000005,0.0015681296926259487
+,gamma2,4,1.0,0.09999999999999999,-0.011898881437106823
+,gamma2,4,2.0,0.2,0.014587971070880034
+,gamma2,4,3.0,0.3,0.018046418774262496
+,gamma2,4,4.0,0.4,-0.02054550313348589
+,gamma2,4,5.0,0.5,-0.048581874196034325
+,gamma2,4,6.0,0.6,0.01604705079929982
+,gamma2,4,7.0,0.7000000000000001,0.006123566861245748
+,gamma2,4,8.0,0.8,-0.013090329231870168
+,gamma2,4,9.0,0.9,-0.018443972780844642
+,gamma2,4,10.0,1.0,-0.018616141509129224
+,gamma2,4,11.0,1.0999999999999999,0.0031893293908700584
+,gamma2,4,12.0,1.2,-0.002411513616225136
+,gamma2,4,13.0,1.3,0.07015258097650645
+,gamma2,4,14.0,1.4,-0.00043190819956751003
+,gamma2,4,15.0,1.5,0.016165626149130086
+,gamma2,4,16.0,1.6,0.003399683401303366
+,gamma2,4,17.0,1.7,0.007280848877244524
+,gamma2,4,18.0,1.8,-0.02040180588750522
+,gamma2,4,19.0,1.9000000000000001,0.021359159479972096
+,gamma2,4,20.0,2.0,0.006214843083925892
+,gamma2,4,21.0,2.1,
+,gamma2,4,22.0,2.2,-0.009117050136710603
+,gamma2,4,23.0,2.3000000000000003,-0.024335894824669985
+,gamma2,4,24.0,2.4,-0.0008388829172052414
+,gamma2,4,25.0,2.5,0.0213926553415061
+,gamma2,4,26.0,2.6,-0.04735961020865968
+,gamma2,4,27.0,2.6999999999999997,0.024169462262672286
+,gamma2,4,28.0,2.8,-0.0036655986720570246
+,gamma2,4,29.0,2.9,0.022062572572185617
+,gamma2,4,30.0,3.0,0.030660960227955635
+,gamma2,4,31.0,3.1,-0.02798191935264264
+,gamma2,4,32.0,3.2,0.008771749674121443
+,gamma2,4,33.0,3.3000000000000003,0.034042367449809964
+,gamma2,4,34.0,3.4,-0.02499609825550453
+,gamma2,4,35.0,3.5,-0.02015393651215384
+,gamma2,4,36.0,3.6,0.02093577179018282
+,gamma2,4,37.0,3.6999999999999997,0.008307497033260688
+,gamma2,4,38.0,3.8,-0.0025773181308182736
+,gamma2,4,39.0,3.9,0.01939295240792808
+,gamma2,4,40.0,4.0,0.057414774752368336
+,gamma2,4,41.0,4.1000000000000005,-0.014441217327535191
+,gamma2,4,42.0,4.2,0.04415644283999229
+,gamma2,4,43.0,4.275,
+,gamma2,5,0.0,0.025000000000000005,-0.007916896113852675
+,gamma2,5,1.0,0.09999999999999999,0.0004775828475233797
+,gamma2,5,2.0,0.2,0.023157439679757454
+,gamma2,5,3.0,0.3,0.03159974450591233
+,gamma2,5,4.0,0.4,0.025980829210041412
+,gamma2,5,5.0,0.5,0.0188822232456259
+,gamma2,5,6.0,0.6,0.010305590121005648
+,gamma2,5,7.0,0.7000000000000001,-0.027024368785659725
+,gamma2,5,8.0,0.8,-0.004412715795370947
+,gamma2,5,9.0,0.9,0.002332394646767192
+,gamma2,5,10.0,1.0,0.005429847176087454
+,gamma2,5,11.0,1.0999999999999999,-0.027471436652069414
+,gamma2,5,12.0,1.2,-0.023099736734210286
+,gamma2,5,13.0,1.3,0.02816252039812069
+,gamma2,5,14.0,1.4,-0.020776647337220087
+,gamma2,5,15.0,1.5,0.01495634356292134
+,gamma2,5,16.0,1.6,-0.011040133022444975
+,gamma2,5,17.0,1.7,0.008279436962728556
+,gamma2,5,18.0,1.8,-0.013885979915320678
+,gamma2,5,19.0,1.9000000000000001,-0.020208143361980995
+,gamma2,5,20.0,2.0,-0.012250335339888785
